 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13,snm_14,snm_15,snm_16,snm_17,snm_18,snm_19,snm_20
URS0000D6A8FA_12908/1-78_subopt5,   4.53321,  0.243787,  0.640041,  -1.76742, -0.837782,  0.352244, -0.871787, -0.396829,  0.123347, -0.213993,   0.17814,  0.511318, -0.182625, -0.842512, -0.222768,  0.427221,  0.931373,   0.41727,-0.0878059, -0.406655
URS0000D6A8FA_12908/1-78_subopt6,   4.56514, 0.0760772,  0.531972,  -1.64551, -0.852678, 0.0929666, -0.821182,  -0.66718,  0.368662, -0.550703,  0.216377,  0.791493, -0.432835, -0.686048,-0.0961809,  0.368373,  0.913685,  0.374423, -0.173292, -0.400928
URS0000D6A8FA_12908/1-78_subopt7,     4.9866,   0.583397,  -0.199549,   -1.66574,    1.32953,  -0.672829,  -0.127395,   0.432787,   -2.07755,   -1.11601,   0.554998,   0.675381,  -0.261072,   0.753235,-0.00273309,  -0.165643,  -0.293661,  0.0527309,   0.175432,  -0.223332
URS0000D6A8FA_12908/1-78_subopt8,   4.54779,   1.44517,  -0.91864,  -1.65044,  0.517511, -0.653712,   0.31986,-0.0794517, -0.370118, -0.572886,-0.0951172,   1.09243, -0.303301,   0.75672, -0.170376, -0.847703,  0.752414,  0.382142,  0.213799,-0.0309971
URS0000D6A8FA_12908/1-78_subopt9,    5.239, 0.857234,-0.596686, -1.57052,  1.09822,-0.553594, 0.564149,-0.378514,-0.536262,-0.910684, 0.176071,  1.49679,0.0611834, 0.827671,-0.301055, -1.15122, 0.393537,    0.138, 0.374823,-0.319235
URS0000D6A8FA_12908/1-78_subopt10,    4.75771,    0.42889,   0.356742,   -1.82081,    1.40244,0.000614953, 0.00903453,  0.0675014,   -1.40214,   -1.11605,   0.309826,    0.31042,  -0.509558, -0.0668649,  0.0261264,   0.313477,  -0.214535,   0.175025,  -0.458979,  -0.484239
URS0000D6A8FA_12908/1-78_subopt11,   4.79602,  0.422142,  0.275329,  -1.63633,   1.45556, -0.166857, -0.216238, -0.301483,   -1.4072,  -1.06073,   1.11327,  0.317036, -0.520824, -0.165874,-0.0202773,  0.101202,  0.230313,0.00223153, -0.306432, -0.621646
URS0000D6A8FA_12908/1-78_subopt12,     4.80188,    0.364664,-9.70461e-06,    -1.82889,   -0.315786,   -0.319648,   -0.758329,   -0.224093,    -1.33837,   -0.781888,    0.725998,   -0.189905,   -0.699053,    0.229532,    -0.11856,    0.287575,    0.448906,   -0.213486,   -0.790507,   -0.379912
URS0000D6A8FA_12908/1-78_subopt13,   4.65806,  0.377259,   0.32571,  -1.93916, -0.334452, -0.421443, -0.832728,-0.0838488,  -1.24052,  -1.06195,  0.707936,-0.0447211, -0.916039,0.00722759,-0.0302904,  0.327413,   0.21417, -0.189324, -0.973994,-0.0447905
URS0000D6A8FA_12908/1-78_subopt14,  4.62358, 0.257981,0.0646515, -2.21843,-0.305339,-0.248294,-0.384216, 0.161014,-0.977141,-0.828499,-0.133582,-0.210417,-0.476177, 0.322365,-0.284488, 0.413617, 0.303649,0.0553413, -1.00914,-0.209088
URS0000D6A8FA_12908/1-78_subopt15,   4.2863,  1.35119,0.0792858, -1.55368, 0.745244,-0.707547,-0.176243,-0.265195,  -1.6586,-0.760511, 0.822233,  0.66371,-0.159418, 0.180864,0.0469154,-0.204363, 0.373743, 0.352555, 0.174227,0.0506156
URS0000D6A8FA_12908/1-78_subopt16,   2.37617,   1.02864,-0.0893923,  -2.19368,  0.283143,   -0.4215, -0.589554, -0.306616,  0.405064, -0.397213,  0.196295,  0.574615, -0.307335, -0.199312,  0.336367,  0.309209,  0.498339, 0.0863484,  0.373641,  0.185238
URS0000D6A8FA_12908/1-78_subopt17,   3.38589,  0.497254,  0.359631,  -1.97618,  0.867428, -0.466459, -0.053975, -0.619387, -0.146098, -0.999103,  0.635134,  0.887317,  0.193276,-0.0180477,  0.307225,  -0.24329,  0.167872, -0.097315,  0.457226, 0.0517366
URS0000D6A8FA_12908/1-78_subopt18,  5.34078,-0.117879, 0.181845, -2.02473, -1.13509,-0.212502,-0.568249,0.0770981, -1.62391,  -1.0451,0.0216093,0.0189295,-0.361004,  1.09173,-0.449219,-0.165504, 0.265121,-0.772499,-0.846336,-0.240049
URS0000D6A8FA_12908/1-78_subopt19,   5.19695, -0.105286,  0.507562,    -2.135,  -1.15376, -0.314296, -0.642649,  0.217345,  -1.52606,  -1.32515,0.00354554,   0.16411, -0.577986,  0.869431,  -0.36095, -0.125666,  0.030386, -0.748335,  -1.02982, 0.0950718
URS0000D6A8FA_12908/1-78_subopt20,    5.1931,  -1.44027,   2.40799,  0.661055, -0.739105,   0.58879,  0.779862,  0.164709,   1.02712, -0.676778, -0.948966,  0.559038, -0.892364,  0.674393,  0.637254,  0.789089,-0.0486916,  0.714323,-0.0114222,   0.31891
URS0000D6A8FA_12908/1-78_subopt21,   5.62137,  -1.78856,   2.62988,  0.863215,  -1.20782, -0.116666, -0.216171, -0.109019,   1.27916, -0.791148, -0.253455,  0.104994,  -1.02385,  0.390481,  0.599646,  0.661556, -0.223748,  0.743274,-0.0586211,   0.28602
URS0000D6A8FA_12908/1-78_subopt22,   3.49365,   2.37616,  0.160417, -0.259538, -0.193348,  0.452376,-0.0258945,  -1.00896, -0.791266,   1.19792, -0.868613,  0.822129,  0.628569,  0.545049,  0.114963, -0.242043,  0.379853,  0.220446, -0.121024,  -0.22083
URS0000D6A8FA_12908/1-78_subopt23,   3.48328,   2.56564,  0.452591, -0.339904, -0.253583,  0.968315, 0.0790389, -0.695407, -0.592762,  0.997875, -0.585247,  0.441724,  0.173732,  0.566419,  0.325498,-0.0678946, -0.184532, 0.0978905,-0.0476991,    0.3533
URS0000D6A8FA_12908/1-78_subopt24,  4.52057,  1.84174, 0.656844,-0.115937, 0.391326,  1.18254, 0.325833, -1.10296,-0.800736, 0.452042, -0.15815, 0.984411,  0.30549, 0.592694,0.0866611,-0.570454,-0.558915,-0.114793,0.0756817,0.0386912
URS0000D66F18_12908/1-73_subopt0,   5.28622, -0.527637,   1.24339,  -1.38558, -0.504793, -0.260834,  0.814691, -0.240112,  0.624021, -0.533714,   0.42364,   1.09579,  0.306887,  0.873042,   0.55423, -0.318927,   1.00134, -0.496061,  0.487523,-0.0888524
URS0000D66F18_12908/1-73_subopt1,  4.42345,  1.18504, 0.918801, 0.187906,  1.12758,  0.99922,  1.01099, 0.530435, 0.367612, 0.223152,  -1.6944, 0.519703,-0.524964,   1.1456,-0.241646,-0.929908,-0.510546, 0.042036, -0.12285, 0.329744
URS0000D66F18_12908/1-73_subopt2,   4.4035,  1.24612,  1.03659, 0.339521,  1.08632, 0.892897, 0.991509, 0.364625,0.0882368,0.0312925, -1.64788, 0.835232,-0.415611,  1.61825,-0.474599,-0.616356,-0.270677,0.0916722, 0.116308, 0.419347
URS0000D66F18_12908/1-73_subopt3,   5.19338,  0.478391,   1.33597,  -0.12946, -0.302891,   1.12035,  0.914867, -0.416976, -0.452126,  0.423648, -0.278547,  0.871238, 0.0224527,  0.993628,   0.13793,  -0.21983,-0.0201102, -0.244558, -0.414363,-0.0633905
URS0000D66F18_12908/1-73_subopt4,    5.29649,   0.266142,    1.27907,   0.387096,  -0.144816,   0.346712,   0.155251,  0.0727222,   0.765256, 0.00214851,  -0.924258,  0.0710212,   -0.67829,   0.976392,-0.00933361,  -0.940023,  -0.698364,   0.473959,  -0.204388,   0.344311
URS0000D66F18_12908/1-73_subopt5,   5.27654,  0.327225,   1.39686,  0.538708, -0.186068,  0.240391,  0.135773,-0.0930842,  0.485888, -0.189706, -0.877741,  0.386553, -0.568938,   1.44904, -0.242287, -0.626475, -0.458497,  0.523593,  0.034771,  0.433916
URS0000D66F18_12908/1-73_subopt6,   4.09336, -0.995773,   1.55358, 0.0175884,   0.35914,  0.380152,  0.193176,  -0.46616,-0.0617674,  0.125197,  0.429577,  0.248041, -0.589715, -0.864117,  0.236846,-0.0369558, -0.617856,  0.950366, -0.189152,  0.325695
URS0000D66F18_12908/1-73_subopt7,   4.10593, -0.894122,   1.71053,  0.181097,  0.278827,  0.229569,  0.196827, -0.666213, -0.384422,-0.0869977,  0.491394,  0.697946, -0.397944, -0.270479,-0.0762611,  0.166097, -0.396638,   1.00686,  0.157109,   0.48221
URS0000D66F18_12908/1-73_subopt8,   4.66967,  -1.31116,   1.62987,  0.317062,  0.833875, -0.144878, -0.105691,  -0.28374,-0.0140754,  0.500778,  0.463055,  -0.19437, -0.688948, -0.682135, 0.0275207, -0.117498, -0.607062,   1.16396, -0.166935,  0.695731
URS0000D66F18_12908/1-73_subopt9,   4.68224,  -1.20952,   1.78681,  0.480567,  0.753568, -0.295459, -0.102043, -0.483794, -0.336731,  0.288583,   0.52487,  0.255533, -0.497176,-0.0884943, -0.285586, 0.0855544, -0.385844,   1.22045,  0.179325,  0.852249
URS0000D66F18_12908/1-73_subopt10,   4.43528,   1.30049,    1.8275,-0.0850134,  0.929495,   1.36961,   0.49111, -0.586157,  -1.25188,   1.17967, -0.321661,  0.784515,  0.654473,  0.543365, -0.209703, -0.792018, -0.574676,  -0.37912, 0.0898855,-0.0070816
URS0000D66F18_12908/1-73_subopt11,  4.34804,   1.0255,  1.74816,-0.461493,  1.05543,  1.53378,0.0663031,-0.422149, -1.92019,  1.08595,-0.321671, 0.740715,  0.67759, 0.258388,-0.450496, -0.51474,-0.334212,-0.192991,-0.309053, -0.44359
URS0000D66F18_12908/1-73_subopt12,    3.69789,    1.61437,    1.38371,  -0.407463,   0.655216,    1.43418,   -0.26081,  -0.549455,   -1.22071,      1.123,   0.554514,  0.0393597,     0.1327, -0.0696561, -0.0662506,-0.00517065,  -0.634722,  -0.147973,  -0.434674,  -0.700615
URS0000D66F18_12908/1-73_subopt13,   4.45089,   1.36781,   1.50628,-0.0813344, -0.966719,   1.44144,  0.524768,  -0.38165, -0.438625,   1.15032, 0.0856598,  0.412129,   0.59969,  0.985316,-0.0399541, -0.447843, -0.497172, -0.350057,  0.377244,  0.155756
URS0000D66F18_12908/1-73_subopt14,    4.42754,     1.2067,    1.50898,  -0.400696,   -0.85754,    1.64896,   0.176533,  -0.147525,      -1.03,    1.08268,   0.165042,   0.284544,    0.54801,   0.718659,   -0.21588,  -0.137468,  -0.316347,  -0.190304,-0.00903602,  -0.279842
URS0000D66F18_12908/1-73_subopt15,   5.02219,  0.886886,   1.18897, -0.182446,  -1.59865,   0.52397, -0.571524,  0.456072,  -1.13337,   1.30991,-0.0434877,  -0.47854,  0.214105,  0.899148, -0.717973, -0.101094, -0.614337, -0.057509,  0.113207,-0.0408292
URS0000D66F18_12908/1-73_subopt16,   5.23106,  0.552794,  0.984699, -0.206038,  -1.65123,   0.42054, -0.502945, -0.012024, -0.908594,   0.95533,  0.146961,-0.0698939, -0.175594,  0.801733, -0.585827, -0.229346, -0.780344, -0.116917, -0.105194,  0.136789
URS0000D66F18_12908/1-73_subopt17,    4.91484,   0.640819,    1.07122,  -0.432824,   -1.54683,   0.711037,  -0.750827,   0.267806,   -1.58375,    1.42053,  -0.173796,  -0.272168,   0.547513,   0.621129,  -0.774165,  -0.101734,  -0.476636,  0.0786123,-0.00323768,   0.181463
URS0000D66F18_12908/1-73_subopt18,    4.45399,    1.37799,    1.50633, -0.0597567,  -0.951612,    1.46464,   0.510021,  -0.318348,  -0.420002,    1.07475,   0.115243,   0.395878,   0.525617,    1.03304,  -0.186529,  -0.502629,  -0.368287,  -0.360542,    0.51651,-0.00759039
URS0000D66F18_12908/1-73_subopt19,   4.42162,    1.1579,   1.50431, -0.435615,  -0.87249,   1.65419,  0.180734, -0.198905,  -1.03721,   1.13646,  0.140177,  0.284505,  0.587109,  0.721223, -0.146953,-0.0968161, -0.383102, -0.199771, -0.134516, -0.198912
URS0000D66F18_12908/1-73_subopt20,   4.42543,    1.1531,   1.49752, -0.431606, -0.868185,   1.67002,   0.18927, -0.188938,  -1.03539,   1.14562,  0.133599,   0.29427,  0.603795,  0.694855,  -0.13106,-0.0963478, -0.396451, -0.200333, -0.122676, -0.211861
URS0000D66F18_12908/1-73_subopt21,   4.46432,   1.22526,    1.7445, -0.226216,   1.00559,    1.5503,  0.486611, -0.343626, -0.942152,   1.38429, -0.288061,  0.368223,  0.510129,0.00330061,-0.0901773,  -1.24279,  -0.63041, -0.464037, -0.047376, -0.373618
URS0000D66F18_12908/1-73_subopt22,  4.46164,  1.44055,  1.88253,0.0700373, 0.976916,  1.33518, 0.651542,-0.521686,-0.872629,  1.06041, -0.18801,  0.68494,  0.40242, 0.831659,-0.125115,-0.824059,-0.585308,-0.539696, 0.231999,-0.263587
URS0000D66F18_12908/1-73_subopt23,   4.42927,   1.22046,    1.8805,  -0.30582,   1.05604,   1.52473,  0.322258, -0.402253,  -1.48984,   1.12212, -0.163077,  0.573564,  0.463913,  0.519838,-0.0855412, -0.418246, -0.600119, -0.378925, -0.419029, -0.454907
URS0000D66F18_12908/1-73_subopt24,   3.72099,   1.91375,   1.31771, 0.0285654,  0.523452,   1.00529,  0.274771, -0.757395, -0.298159,   0.88042,  0.502168,  0.298888, 0.0113641,  0.566486,0.00610247, -0.443216, -0.868376, -0.350722,  0.154656, -0.362298
URS0000D6BE5F_12908/1-75_subopt0,  5.51313,-0.237283,  0.43933,  -1.2582,-0.576686,-0.897733,-0.115073,  1.61122, -1.29937,-0.492702, 0.948887,-0.722143,0.0353465, 0.490507, 0.189414, 0.960964,-0.458622,-0.610058,-0.357542,-0.347706
URS0000D6BE5F_12908/1-75_subopt1,  5.46257,-0.456231,  0.89707, -1.59196,-0.420361,-0.586322,-0.239264,  1.10347, -1.26213,-0.809331,  0.81194,-0.839912, 0.287422, 0.742243, 0.720448, 0.678523,-0.310439,-0.522424,-0.476671,-0.640707
URS0000D6BE5F_12908/1-75_subopt2,  5.01624,-0.455753, 0.867843, -2.15801, 0.384722,-0.265421,-0.172534, 0.950849, -2.24299, -0.87628, 0.543085,-0.151011,  0.29996, 0.343313,  0.64698, 0.539658,-0.254877,-0.159296,-0.313004,-0.822639
URS0000D6BE5F_12908/1-75_subopt3,    5.0616, -0.219698,  0.922718,  -1.95635,  0.408324, -0.387123,  0.130501,  0.994213,  -1.66538,  -1.00301,   0.64116, -0.288856,-0.0581424,  0.694329,  0.979287,  0.603374, -0.510761, -0.318209, -0.327856, -0.884772
URS0000D6BE5F_12908/1-75_subopt4,  4.77566,-0.111752, 0.804067, -2.14852,  0.45428,-0.317816, 0.612726,  1.13621, -1.03427,-0.339295,-0.269917,-0.625058, 0.474472, 0.869333, 0.385988, 0.687491,-0.206178, 0.160626, -0.26857, -1.08871
URS0000D6BE5F_12908/1-75_subopt5,  5.05974,-0.186288, 0.906706,  -1.9471, 0.417542, -0.38566,0.0990259, 0.999013,   -1.674,  -1.0099, 0.659507,-0.316427,-0.068693, 0.677973, 0.960883, 0.629694,-0.519968,-0.342326, -0.37491,-0.918917
URS0000D6BE5F_12908/1-75_subopt6,   4.99345, -0.452021,  0.656259,  -2.06174,  0.446147, -0.546627,-0.0414594,   0.81689,  -1.97712, -0.947066,   0.51027,-0.0824694,  0.281651,  0.629793,  0.752842,  0.476508, -0.169561, -0.251725, -0.316745, -0.972426
URS0000D6BE5F_12908/1-75_subopt7,  4.70752,-0.344077, 0.537615, -2.25391, 0.492104, -0.47732, 0.440765, 0.958885, -1.34599,-0.283349,-0.400804,-0.418674, 0.814263, 0.804798, 0.159543, 0.560625, 0.135019, 0.227109,-0.257455, -1.17636
URS0000D6BE5F_12908/1-75_subopt8,   5.51429, -0.479708,   1.07367,  -1.81274,-0.0867222, -0.924672, -0.492551,   1.15249,  -1.50059, -0.864231,  0.620267, -0.757582,  0.100804,  0.741931,  0.945068,  0.720354, -0.619595, -0.472473, -0.346321,   -1.0284
URS0000D6BE5F_12908/1-75_subopt9,   4.94915, -0.181086,  0.625661,  -1.86373,  -1.01356,  -1.12524, -0.167492,    0.3023,  0.278278, -0.512313,  0.119872, -0.185619,  0.719903,   1.09099,  0.387458, 0.0258963,   0.36682,  -1.17014,-0.0779713,  -0.87421
URS0000D6BE5F_12908/1-75_subopt10,  5.14515,-0.370556,  0.29867, -2.21362,-0.891923, -1.11009, -0.98904,  1.13088, -1.70992, -0.67442, 0.425096,-0.731307, 0.153988, 0.835717, 0.407452, 0.569629, 0.178379,-0.938937, -0.63315,-0.668945
URS0000D6BE5F_12908/1-75_subopt11,    4.8592, -0.262607,  0.180031,   -2.4058, -0.845966,  -1.04078, -0.506817,   1.27287,  -1.07879,-0.0107118, -0.485978,  -1.06751,  0.686603,   1.01072, -0.185848,  0.653749,  0.482959, -0.460102, -0.573864, -0.872878
URS0000D6BE5F_12908/1-75_subopt12,  5.59279,-0.894367, 0.209696, -2.23862,-0.382174,-0.692573,0.0609133,   1.4131, -1.77883,-0.993148,0.0178037,-0.399543,-0.365424, 0.163393, 0.570793,-0.160451, -0.56878,-0.318003,-0.294004,-0.500185
URS0000D6BE5F_12908/1-75_subopt13,   5.52108,  -0.92361,   0.83431,  -2.15352, -0.244162, -0.463863,-0.0951895,   1.02159,  -2.00236,  -1.43286,-0.0472406, 0.0266988, 0.0416639,  0.387501,  0.790421,  0.550575, -0.342617, -0.484329,    -0.377,  -1.14269
URS0000D6BE5F_12908/1-75_subopt14,   5.49244, -0.681675,  0.457762,  -2.28856, -0.349114, -0.578897, -0.130235,   1.63548,  -2.14683, -0.622336,   -0.1135, -0.669328,-0.0609246, 0.0850135,  0.485667,  0.060517, -0.560004, -0.172181, -0.184211, -0.611827
URS0000D6BE5F_12908/1-75_subopt15,  5.17428,-0.559409, 0.349614, -2.45531,-0.303492,-0.547838, 0.291642,  1.72185, -1.49411,0.0451026,-0.898494, -1.00018, 0.469092, 0.233953,-0.086257, 0.120306,-0.247001, 0.271863,-0.118416,-0.796869
URS0000D6BE5F_12908/1-75_subopt16,   5.4499,-0.732384,  1.01233, -2.23148,-0.252092,-0.335311,-0.199365,  1.33169,  -2.3914, -1.05551,-0.035786,-0.192388, 0.323974,  0.34409, 0.722607,  0.66712,-0.346106,-0.383175,-0.342812, -1.17809
URS0000D6BE5F_12908/1-75_subopt17,   5.11138, -0.365767,  0.438423,  -2.40469,  -1.03848, -0.452134, -0.588586,   1.33117,  -2.03142, -0.753732,-0.0460581, -0.472008,-0.0219272,  0.493918,  0.391264,  0.580423,  0.176165, -0.968465,  -0.47112, -0.518237
URS0000D6BE5F_12908/1-75_subopt18,   4.92876,-0.0105778,  0.765041,  -1.96659,  -1.14188,  -0.60499,  0.429795,  0.577792,  0.274111, -0.812681, -0.251493,-0.0131233,  0.308106,   1.04178,  0.572022,  0.162878,  0.146856,  -1.29681, -0.139328, -0.872446
URS0000D6BE5F_12908/1-75_subopt19,  5.33229,-0.288847,  1.05937, -1.73972, -2.12333,-0.907686,-0.157608, 0.765583, 0.791122,-0.666173,-0.237178,-0.470991, 0.506623,  1.40209, 0.505025, 0.184021, 0.355962, -1.16814,0.0157403, -0.48055
URS0000D6BE5F_12908/1-75_subopt20,   5.99688, -0.800243,   1.23265,  -1.26271,  -1.43996,  -1.54995, -0.260911,   1.06289,  0.742908,  -0.24402, -0.271994, -0.829947,  0.122305,   1.65285,   0.32943, 0.0656598,   0.53262, -0.961736,-0.0568121, 0.0220065
URS0000D6BE5F_12908/1-75_subopt21,    5.1762,-0.0906107,  0.502464,  -2.25338,  -1.03069, -0.573038, -0.302293,   1.46383,   -1.5978, -0.971608,  0.124792, -0.632823, -0.345176,  0.834315,  0.671573,  0.737891, -0.112661,  -1.10153, -0.687224, -0.673762
URS0000D6BE5F_12908/1-75_subopt22,   5.84148, -0.433351,  0.662591,  -1.63377, -0.538063,  -1.21369, -0.424864,   1.43198,  -1.27578, -0.423324,0.00826188, -0.784932, -0.266548,   1.16923,  0.206509,  0.129188,  0.202662, -0.952472, -0.106682, 0.0577564
URS0000D6BE5F_12908/1-75_subopt23,  4.86282,0.0313973,  0.39765, -2.42496,-0.981822,-0.531995, 0.129973,  1.56524,-0.967234,-0.299194,-0.687447,-0.978256,  0.18349, 0.978632,0.0832753, 0.819682, 0.198368,-0.616729,-0.635431,-0.872061
URS0000D6BE5F_12908/1-75_subopt24,  5.93137,-0.582066,  0.52806, -1.79263, -0.61768, -1.24018,-0.205442,  1.45911, -1.65396,-0.726884, 0.376843,-0.720996, 0.125825,  1.15827,  0.42035,  0.51503,-0.676424,-0.335849, 0.271949, -0.54914
URS0000D6AC43_657318/1-73_subopt0,   5.84425, -0.127681,   1.63751,  0.102947,   -1.3496,   1.31743,  0.321474,  0.430758,  0.124267,0.00103954,   -1.4777,  0.449395, -0.740822,  0.785763, -0.467704,  -1.10109, -0.164001, -0.239064, -0.463682,  0.363037
URS0000D6AC43_657318/1-73_subopt1,   5.75289,  0.107883,   1.95599,  0.239814,  -1.40361,   1.36402,  0.207621,  0.494943, -0.471907,    0.1522,  -1.49507,  0.589649, -0.352229,    1.2633, -0.780834, -0.690431,  0.173667,-0.0712457,-0.0563828,  0.530554
URS0000D6AC43_657318/1-73_subopt2,   5.73896,   -1.5563,   2.93285,  0.644441,  -1.64559,  0.936489,  0.538514,  0.542239,  0.236467, -0.546302,  -1.20942,  0.766417, -0.464637,  0.707066,   0.10001,  0.198243,0.00142386,  0.530406,  0.660903,   0.34392
URS0000D6AC43_657318/1-73_subopt3,    5.222, 0.241205,  1.63094, -0.13313, -2.03096,   1.4808,-0.311529,-0.414675,  0.37509, -0.47348,-0.391586, 0.733663,-0.599823, 0.193458,-0.279592, -1.15232,-0.603895,-0.105281,-0.445944,-0.105072
URS0000D6AC43_657318/1-73_subopt4,   5.17452,  0.435111,   1.93103,0.00117281,  -2.09815,   1.53722,  -0.42697, -0.394661, -0.214038, -0.372941,  -0.37226,  0.917062, -0.263181,  0.635495,  -0.60476, -0.759351, -0.260468, 0.0577141, -0.050791, 0.0713673
URS0000D6AC43_657318/1-73_subopt5,   5.16494,  -1.22364,   2.94652,  0.434103,  -2.28387,    1.1006,-0.0751186, -0.290868,  0.474205,  -1.02959, -0.115507,   1.03671, -0.324684,  0.122474,  0.282609,  0.134807, -0.440428,  0.666018,  0.685849, -0.130431
URS0000D6AC43_657318/1-73_subopt6,  5.80962,-0.285631,  1.97062, 0.297162, -1.33045, 0.901052,  -1.0176, -0.21883,-0.590875, 0.223922,-0.344128, 0.418321,-0.265518, 0.724367,  -1.0759,-0.935033, 0.218279, 0.417969,-0.102787,  0.89373
URS0000D6AC43_657318/1-73_subopt7,  5.92859,-0.251059,  1.76275, 0.339272, -1.25918,  0.78431,-0.608544, -0.16302, 0.472571,0.0264158,-0.240873, 0.106303,-0.914266, 0.575672,-0.493771, -1.25719,-0.398704, 0.136727,-0.484446, 0.666973
URS0000D6AC43_657318/1-73_subopt8,    5.8811,-0.0571507,   2.06284,  0.473573,  -1.32636,  0.840737, -0.723986, -0.143002, -0.116557,  0.126954, -0.221545,  0.289703, -0.577622,   1.01771, -0.818941, -0.864227,-0.0552759,  0.299724,-0.0892918,  0.843406
URS0000D6AC43_657318/1-73_subopt9,   5.82332,  -1.67967,   3.05807,  0.880768,  -1.55515,  0.403383, -0.391504,-0.0515355,  0.584773, -0.520924, 0.0274039,  0.423319, -0.638081,  0.496975, 0.0739397, 0.0421319, -0.233279,  0.906197,  0.640137,  0.647857
URS0000D6AC43_657318/1-73_subopt10,    4.64184,   0.977414,    1.70844,-0.00545333,   -1.02652,    1.88439,  -0.927177,  -0.675805,  -0.133188,   0.578631,   0.596291,   0.507209,  -0.229427,  0.0396097,  -0.653477,   -1.66663,  -0.242342,  -0.782355,  -0.480471,    -0.3531
URS0000D6AC43_657318/1-73_subopt11,   4.52776,   1.20487,   1.99473,  0.142344,  -1.06902,   1.88255,  -1.01752, -0.634706, -0.657576,  0.688012,  0.563721,  0.665293,  0.136221,  0.570975, -0.939802,   -1.2593, 0.0744528, -0.631978,-0.0829832, -0.199252
URS0000D6AC43_657318/1-73_subopt12,  4.69338,-0.782909,  3.22562, 0.544889, -1.66278,  1.53587,-0.459822,-0.667349, 0.116688, 0.104234, 0.998283, 0.735177, 0.214135,0.0876423, 0.215701,-0.165684,-0.109393, 0.502708, 0.795632,-0.240038
URS0000D6AC43_657318/1-73_subopt13,   5.22729,   0.55317,   2.15824,  0.361462, -0.372767,    1.5332,  -1.18252, -0.690592, 0.0813384,  0.912822,  0.615421,  0.251677, -0.123702,  0.174348,  -0.54454,  -1.71324,-0.0132305, -0.814225, -0.649676, -0.123015
URS0000D6AC43_657318/1-73_subopt14,  5.11315, 0.780606,  2.44452, 0.509254,-0.415272,  1.53136, -1.27286,-0.649491,-0.443053,   1.0222, 0.582858, 0.409756, 0.241945, 0.705713,-0.830867, -1.30592, 0.303566,-0.663852,-0.252185,0.0308307
URS0000D6AC43_657318/1-73_subopt15,  5.20969, -1.14536,  3.60032, 0.872917, -1.08293,  1.16091,-0.751671,-0.678142, 0.334425, 0.458641,    1.007, 0.472246, 0.282883, 0.228004, 0.299257,-0.195341, 0.110728, 0.486464, 0.631565,0.0287893
URS0000D6AC43_657318/1-73_subopt16,   5.19719,  0.289467,   1.98085,-0.0491379, -0.543496,   2.12456, -0.698903, -0.441443, -0.655616,  0.677874, -0.316575,  0.827033, 0.0585446, -0.152079, -0.807283,  -1.81802,  0.276999, -0.770212, -0.657499, -0.276556
URS0000D6AC43_657318/1-73_subopt17,  5.07059, 0.512453,   2.2495, 0.104645,-0.579704,  2.09619,-0.776371,-0.412996, -1.14068, 0.764369,-0.357465, 0.994891, 0.411618, 0.408778, -1.07892, -1.41252, 0.582353,-0.629393,-0.265386,-0.130201
URS0000D6AC43_657318/1-73_subopt18,   5.16332,  -1.37509,   3.31844,  0.429694,  -1.19215,   1.68213, -0.261911, -0.383687,    -0.475,  0.255402, -0.012717,  0.986528,  0.537665, -0.157949,-0.0776652, -0.364398,  0.511639,  0.309951,  0.493262, -0.144433
URS0000D6AC43_657318/1-73_subopt19,    5.1981, 0.0125161,   1.69607,  -0.29658,  -2.02001,   1.82519, -0.770224, -0.476769, -0.367084,   0.22103, -0.330738,  0.701601, 0.0915512, -0.130045, -0.544802,  -1.49943,0.00135709, -0.503681,  -0.34314, -0.553669
URS0000D6AC43_657318/1-73_subopt20,  5.12788, 0.198297,  1.96397,-0.151352, -2.07569,  1.83318,-0.862162,-0.479845,-0.884432, 0.279786,-0.326608, 0.902836, 0.405247, 0.365815,-0.843162,  -1.1098, 0.323907,-0.358129, 0.042203,-0.390903
URS0000D6AC43_657318/1-73_subopt21,   5.04979,  -1.21383,   2.89435,  0.142548,  -2.14953,    1.4971, -0.538296,-0.0644399, -0.605158, -0.028425, -0.208044,  0.586355,  0.731037, -0.319097, -0.245901, -0.287422,  0.376913, -0.216908,  0.636018,  -0.61739
URS0000D6AC43_657318/1-73_subopt22,   5.38173,-0.0629028,   1.53164,-0.0739797,   -0.4594,   1.71265, -0.246487, -0.679997, -0.524396, 0.0603055,-0.0932262,  0.983763,  0.352392, -0.487544, -0.459863,  -1.51811, -0.553669, -0.205429, -0.245626,  -1.09751
URS0000D6AC43_657318/1-73_subopt23,   5.31841,  0.127964,    1.8231, 0.0782645,  -0.54075,   1.75146, -0.350221, -0.686212,  -1.05969,   0.12242,-0.0773875,   1.21219,   0.66686, 0.0207096, -0.798657,  -1.17249, -0.225686,-0.0324296,  0.163024, -0.917529
URS0000D6AC43_657318/1-73_subopt24,    5.13933,    0.17725,    1.84273,  -0.310317,   -2.00692,    1.90905,  -0.821733,  -0.353661,  -0.564985,   0.514607,  -0.344916,   0.535348,   0.316397,  -0.146934,  -0.659077,   -1.46943,-0.00072996,  -0.441762,  -0.364939,  -0.513264
