 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13,snm_14,snm_15,snm_16,snm_17,snm_18,snm_19,snm_20,snm_21,snm_22,snm_23,snm_24,snm_25,snm_26,snm_27,snm_28,snm_29,snm_30,snm_31,snm_32,snm_33,snm_34,snm_35,snm_36,snm_37,snm_38,snm_39,snm_40,snm_41,snm_42,snm_43,snm_44,snm_45,snm_46,snm_47,snm_48,snm_49,snm_50,snm_51,snm_52,snm_53,snm_54,snm_55,snm_56,snm_57,snm_58,snm_59,snm_60,snm_61,snm_62,snm_63,snm_64,snm_65,snm_66,snm_67,snm_68,snm_69,snm_70,snm_71,snm_72,snm_73,snm_74,snm_75,snm_76,snm_77,snm_78,snm_79,snm_80,snm_81,snm_82,snm_83,snm_84,snm_85,snm_86,snm_87,snm_88,snm_89,snm_90,snm_91,snm_92,snm_93,snm_94,snm_95,snm_96,snm_97,snm_98,snm_99,snm_100,snm_101,snm_102,snm_103,snm_104,snm_105,snm_106,snm_107,snm_108,snm_109,snm_110,snm_111,snm_112,snm_113,snm_114,snm_115,snm_116,snm_117,snm_118
RF02913#URS0000D66AA1_12908/1-115#subopt10,   0.0640963,  -0.0234939,  -0.0719243,   0.0510655,  -0.0750598,   0.0618213,    -0.10447,  -0.0171769,  -0.0259816,   -0.102793,   -0.046734,  -0.0380414,   0.0505642,   0.0019677,   0.0126581,   0.0235774,  -0.0633163,  -0.0124428, 4.29356e-05,  -0.0149718, -0.00263761,   0.0272305,  -0.0178642,  -0.0281241,  -0.0397451, 0.000165764,    -0.02658,   -0.069624,  -0.0214715,   0.0272312,  0.00272732,  -0.0342368,    0.033995,   0.0455805,  -0.0549612,  -0.0427524,   0.0298744,  -0.0691967,  -0.0362227, -0.00509741, 0.000918181,  -0.0410755,  -0.0178044,   0.0262925,   0.0227482,  -0.0281184,   -0.036923,   -0.031206,-0.000407531,  -0.0154075,  -0.0149612,   0.0775287,  0.00725182,    0.035369,   0.0330436,     0.13393,   0.0377118,   0.0123919,  -0.0282321,  -0.0056143,  -0.0353995,   0.0367408,    0.014657,  -0.0476473,  -0.0142417,   0.0563843,  -0.0220629,   0.0468961,   0.0294911,   0.0149394,    0.067964,  -0.0105668,  -0.0099638,   0.0293744,  -0.0048867,   0.0121275, 9.62654e-05,   0.0302909,  0.00103249,   0.0347484,  -0.0482057,   0.0100345,  -0.0278443, 0.000582261,  -0.0127072,  -0.0424193, 0.000420519,  -0.0279468,   0.0522945,   0.0405597,   0.0106042,  -0.0420272,   0.0186263,  0.00602978,  -0.0109024, -0.00833423,    0.016004,   0.0190184,  -0.0450679,   0.0126404,   0.0250893,   0.0543492,   0.0141988,    0.010402,   0.0109846,  0.00242641,   -0.023996,  -0.0238912,  -0.0375857,  -0.0190971,  0.00807888,   0.0247634, -0.00340388,    0.021386, -0.00174656,  -0.0359386,  -0.0123421,  -0.0162068
RF02913#URS0000D66AA1_12908/1-115#subopt11,   0.0657092,  -0.0243887,  -0.0639883,   0.0388433,  -0.0564506,    0.039045,   -0.141484,   0.0151399,-0.000235722,   -0.102385,   0.0130043,  -0.0615215,  -0.0849004,   0.0868715,  -0.0171856,  -0.0141757,  -0.0948769,  -0.0499689,    0.019379,   0.0600375,   0.0146027,  -0.0398984,  -0.0214286,  -0.0510239,  -0.0451343, -0.00897659,   0.0121278,   0.0677757,  -0.0397353,    0.029859,  -0.0450027,   0.0293601, -0.00935117,  -0.0320394,  0.00453265,  -0.0140714,  -0.0123813,  -0.0428613,  -0.0600319,   0.0538862,  -0.0543511,  -0.0294229,  -0.0014396, -0.00874391,  -0.0346371,  -0.0586459,   0.0862929,  -0.0152327,   0.0974866,  -0.0948816,  -0.0525076,   0.0175044,  -0.0381247,  -0.0365038,   0.0372301,   0.0245351, -0.00391175,  -0.0917526,   -0.046924,   0.0609078,  -0.0558547,  -0.0355466,   0.0333572,   0.0147893,   0.0713168,  -0.0158071,   0.0109778,  -0.0233692,  -0.0607677,   0.0295474,  -0.0708988,  -0.0167935,   0.0413539,   0.0590772,  -0.0175477,   0.0354008,  0.00579202,  -0.0358132,  0.00246299,   0.0314616,  -0.0191486,   0.0460295,   0.0348508,   0.0197779,   0.0345981,   0.0305322,   0.0315841,   0.0108342,  -0.0153738,   0.0159666,   0.0244104,  -0.0253262,  -0.0332772,  -0.0145327,  -0.0458881,    0.010097,  -0.0329656, -0.00125751,  0.00437343,  -0.0291787,   0.0207465, -0.00691694,   0.0419646, -0.00842245,  0.00481508,    -0.01235,   -0.043747,   0.0694715,  -0.0540374,  -0.0367906,  -0.0437842,    0.114203,  -0.0383138,  -0.0349745,   0.0247764,   0.0453252,  0.00258607,  -0.0076976
RF02913#URS0000D66AA1_12908/1-115#subopt12,   0.0662004,  -0.0234786,  -0.0648491,   0.0434365,   -0.073343,   0.0537309,   -0.115312,  -0.0311623,   0.0184617,  -0.0955235,   0.0144493,  -0.0205347,  -0.0678058,   0.0366796,   0.0260518,   0.0036985,  -0.0651393,   -0.014077,   0.0574035,   0.0694873, -0.00616834,  -0.0120223,  -0.0688861,  -0.0204997,  -0.0176122,  -0.0304972,   0.0411836,  -0.0586994, -0.00556575,   0.0230658,  -0.0510721,    0.015815, -0.00926625,  -0.0026311,  -0.0094691,  -0.0014496,   0.0223159,  -0.0937498,  -0.0613923,   0.0469897,  -0.0432295,  -0.0116707,  -0.0582264,   0.0226462,  -0.0374528,  -0.0661214,   0.0604412,  -0.0137108,   0.0712127,  -0.0931554,  -0.0497691,  0.00308951,   0.0123779,  -0.0499483,   0.0268185,   0.0131137,  -0.0359317,  -0.0707162,  -0.0804821,   0.0765924,  -0.0140188,  -0.0235696,  0.00765292,  0.00341256,    0.077619,   0.0582125,   0.0198905, -0.00547997,  -0.0169195, 0.000959979,  -0.0355732,  -0.0718679,   0.0347555,  -0.0121408,  0.00541662,   0.0605159, -0.00440893,    0.043025, -0.00568407,   -0.026794,-9.65449e-05,   0.0178895, -0.00555885,-0.000467701,  -0.0124724,    0.022372,   0.0277747,   0.0147426,   0.0440483,   0.0466427,   0.0795841,  -0.0294901, -0.00521643,  -0.0127624,  -0.0567065,   0.0118519,   0.0148655,   0.0413486,  -0.0429315,  -0.0131016,  0.00924183,  0.00620264,   0.0174143,  0.00729548, -0.00535525,  -0.0782779,  -0.0329441,   -0.073861,   0.0365936,  0.00865475,   0.0523957,   0.0479778,   0.0314982,   0.0386333,   -0.117035,  -0.0231457,    0.111288,  -0.0548683
RF02913#URS0000D66AA1_12908/1-115#subopt13,   0.064704, -0.0187111, -0.0700436,  0.0686735,  -0.040827,  0.0565393, -0.0824627,  -0.060071, -0.0765331, -0.0138712, -0.0730799,-0.00384201,  0.0932356,   -0.01956,  0.0335273,  0.0357249,-0.00899857,  0.0342099,  0.0241069,  0.0335752, -0.0581579,  0.0884925,-0.00842109, -0.0256422,  0.0788631, -0.0269421,-0.00183398,  0.0327415,  0.0810724, 0.00325384, 0.00619703, -0.0156469,  0.0556673,  0.0440043,  0.0708991, -0.0504277,  0.0402903,-0.00589218, -0.0115409,-0.00687131, -0.0796923, -0.0392856, 0.00337056,  0.0729755, 0.00365169, 0.00225035,-0.00543978,  0.0759191, -0.0343015,  0.0290029, -0.0804932, 0.00784067, -0.0392097,  -0.119838,  0.0670525,  0.0838776, -0.0914353,  0.0117802, -0.0119864,    0.14297, -0.0815403, -0.0669518,  -0.027883,  0.0500685, 0.00774058,   0.105645,  -0.123062, -0.0712056, -0.0356791,-0.00812069, -0.0165206,  0.0123824, -0.0686292,   0.062588,  -0.118601,  -0.042563,  -0.123522,  0.0058198, -0.0846233,  -0.160573,   0.018528,   0.112999, -0.0464115,  -0.110726,  0.0125772,  0.0738485,  0.0866023, -0.0136236, 0.00820437, -0.0763964,  -0.053908,  0.0622061, -0.0147428, -0.0691273,  0.0754249,  0.0785311, -0.0889213, -0.0350606,  -0.010527, 0.00390741, -0.0225062,  0.0626964,  0.0149222,  0.0888017,  -0.019817,  -0.134945,  0.0191791,-0.00375029, -0.0281142, -0.0276447,  0.0360168, -0.0327919,  0.0556784,  0.0360866,   0.156912, -0.0286155, -0.0564308,  0.0138757
RF02913#URS0000D66AA1_12908/1-115#subopt14,  0.0650005, -0.0168872, -0.0750158,  0.0698059, -0.0542469,  0.0692453, -0.0673361, -0.0612364, -0.0770716, -0.0172764, -0.0716467, -0.0183136,  0.0664986, -0.0279861,  0.0236042,  0.0355744, 0.00977075,  0.0365269, 0.00530884, -0.0128123, -0.0577161,  0.0498824, -0.0256084, -0.0346355,  0.0570293, -0.0663252, 0.00772306,  0.0452704,  0.0499088,  0.0253556, 0.00260108, -0.0423889, 0.00260917, 0.00914997,  0.0269526, -0.0487772, -0.0762343,-0.00522755,  0.0285074,0.000501858, -0.0312562,   0.048571, -0.0252457,  0.0816762,  0.0261778,  0.0507795, -0.0425602,   0.057168,  -0.126086, -0.0267283, 0.00739715, -0.0873197,  -0.104466,  -0.159374,  -0.024559, -0.0490885,  0.0112127, -0.0149328,   0.121337,     0.1563,  -0.129283, -0.0904986, -0.0675696,  0.0129302, -0.0463796,  0.0934079,  -0.089006, -0.0383504, -0.0297091,  0.0615227,    0.04985, 0.00933208, -0.0677446,   -0.01979, -0.0409463,  0.0827853, -0.0539862, -0.0255353, -0.0131809,  -0.143728, -0.0831735,  0.0917092, -0.0401896,  0.0015017,  0.0540824,  0.0557873,  0.0177786,  0.0226402,  0.0410662,  -0.124946, -0.0610838,   0.155805, -0.0362454, 0.00668461, -0.0317173,   0.013565,  0.0370425,  0.0021766, -0.0307805,   0.012344,   -0.12272,  -0.010495, -0.0898582,  0.0376228, -0.0136369,   0.036719, -0.0179588, -0.0305088,-0.00726432, -0.0282312, -0.0023982,   0.118065, -0.0294545,-0.00927451, -0.0281808, 0.00196426,  0.0187199, -0.0198003
RF02913#URS0000D66AA1_12908/1-115#subopt15,   0.0630714,  -0.0122676,  -0.0704624,   0.0670195,  -0.0424762,   0.0430399, -0.00498834,  -0.0636087,   -0.109548,  -0.0401406,  -0.0486026,  -0.0124786,   0.0616582,  -0.0332299,  -0.0027898,   0.0375212,   0.0220787,   0.0222506,  -0.0169582,  -0.0642102,  -0.0465869,   0.0433802, 0.000966993,  0.00284883,  0.00716051,  -0.0185274,   0.0386333,  -0.0353165,   0.0407256,    0.106292,   -0.048883,   0.0911402,  -0.0992895,  -0.0131498,   0.0488281,   0.0712993,  -0.0809644,  -0.0273854,   0.0526745,  -0.0956472,    0.017673,    0.125371,   0.0512061,    0.023977,   0.0607953,   0.0101476,  -0.0260647,   0.0236896,    0.030053,   -0.148642,     0.14462, -0.00478603,  -0.0747476,   0.0387528,  -0.0789696,  -0.0594689,   0.0484249,   -0.125765,   0.0368602,   0.0264738,   0.0760971,   0.0144149,  -0.0313846,   0.0204804,  -0.0206971,  -0.0142586,  -0.0221269,   0.0621057,    0.122254,   0.0695945,   0.0395572,  -0.0675758,  -0.0611019,   0.0186715,  -0.0171899,  -0.0238845,   0.0795412,  0.00485001,  -0.0350506,   0.0215534,   -0.026063, 0.000192107,  -0.0403595,   0.0187958,  -0.0266665,   0.0101812,  -0.0721346,  0.00914461,   -0.029933,  0.00734255,  -0.0148788,   0.0286891,   0.0417496,   0.0497575,  -0.0187323, -0.00343592,  -0.0778688,   0.0763185,    0.144925,  -0.0796745,    0.109661,   0.0904081,   0.0139994,  -0.0643281, -0.00964124,  -0.0168392,  0.00926384,  -0.0100481, -0.00239839,   0.0169423, -0.00455803,   0.0428104,-0.000804479,   0.0120275,   0.0169846,    0.014599,   0.0258478,   0.0706998
RF02913#URS0000D66AA1_12908/1-115#subopt16,  0.0653982, -0.0145347,  -0.074369,  0.0637527, -0.0563928,  0.0648433, -0.0161691, -0.0429217, -0.0828729, -0.0480061, -0.0658437, -0.0146457,  0.0732434, -0.0205144,  0.0152897,  0.0281827,-0.00243833,  0.0267075, 0.00764139, -0.0280854, -0.0795437,  0.0700821,-0.00492372, -0.0139748,   0.010356, -0.0172102,  0.0310514,  0.0193841,   0.054088,  0.0639792,-0.00916335,  0.0511083, -0.0337751,  0.0425968,  0.0293508,  0.0809454, -0.0653571,  0.0272589,  0.0517877, -0.0131636,  0.0239851,  0.0526505, -0.0248889, -0.0431052,  -0.024427,-0.00646113, -0.0039235,  0.0149942, -0.0633078, -0.0669031,  0.0206134, -0.0304154, -0.0337524, -0.0007966,  -0.083939, -0.0958825,  0.0977036,  0.0211568,  0.0126572, -0.0212933,  0.0133397,  0.0215438,  0.0652123,-0.00984374,  0.0165483,  0.0375771,  0.0640777,0.000614342, -0.0359023, -0.0386223,  -0.019066, -0.0304981,  0.0411989, -0.0588774,-0.00696279,  0.0485549,  0.0694241, 0.00310103,-0.00449135,  0.0412694,  0.0837968,  0.0164018, -0.0431749,  -0.102245,  0.0548338,  0.0976827,  0.0827851,  0.0471519,  0.0648624,   0.164131, -0.0448318, -0.0297464, -0.0515883,  0.0880227,  0.0636201,   0.107605, -0.0343629, -0.0482657, -0.0138661,  0.0816094, -0.0523441, -0.0908844, -0.0188889, -0.0540933, -0.0485922,  0.0286365,  0.0149919,  0.0678913, -0.0807662, -0.0226042,-0.00131694,  0.0111993,-0.00766203, -0.0246608, -0.0228997,  0.0396513, -0.0107237, -0.0192163
RF02913#URS0000D66AA1_12908/1-115#subopt17,  0.0669634,-0.00809464,  -0.069222,  0.0738958, -0.0258151,  0.0384842,  0.0221574, -0.0543387, -0.0828976, -0.0428906,  -0.106704,-0.00418685,  0.0560077, -0.0261767,  0.0409245, -0.0424967,-0.00167688,-0.00956485,-0.00463129, -0.0680075, -0.0620511,  0.0519275,-0.00698231, 0.00406067,  0.0252507, -0.0519169,    0.03554, -0.0321045,  0.0525382, 0.00883923, -0.0110323,-0.00130754,  -0.156623,  -0.108511,  0.0017629,  -0.078812,  -0.108563,  0.0149856, -0.0138454, -0.0875442,  0.0193288,  0.0707278, -0.0196591, 0.00353248, -0.0200914,  0.0680739,0.000703251, -0.0126361, -0.0464339,  -0.140597,  0.0789459,   0.020927, -0.0604379, -0.0330768, -0.0479082, -0.0251563,  0.0465849, -0.0948077,  0.0578346, 0.00288152,  0.0758905, -0.0855951,-0.00426976, -0.0340938,  0.0113222,  0.0357752,  0.0966429,  0.0734396,   0.201678, -0.0415687, -0.0732666,-0.00814485,   0.145547,  0.0542098,-0.00281511, -0.0403006, -0.0216117, -0.0365051,  0.0042749,  0.0995571, -0.0234964,-0.00381989,   -0.12587,  0.0548828, -0.0675529,  0.0243996,  -0.151452,  0.0124065, -0.0439225, -0.0530335, 0.00338038,  0.0181985,  -0.024257, 0.00282186, -0.0144327,-0.00478823, -0.0866166,  0.0269771,   0.164795, -0.0707952,   0.121657,  0.0305792, -0.0248044, -0.0591583,-0.00863294, -0.0333745,-0.00859536, 0.00164316, -0.0130047, -0.0483284, -0.0367609, -0.0263423, -0.0342164, -0.0500439,  0.0577427, -0.0917917, -0.0903736, -0.0811566
RF02913#URS0000D66AA1_12908/1-115#subopt18,   0.0610228,  -0.0369913,  -0.0758565,   0.0602969,  -0.0626604,   0.0702612,  -0.0054061,  -0.0582341,  -0.0304175,  -0.0465044,  -0.0701836,   -0.054561,   0.0403889,  -0.0356238,  -0.0250606,   0.0325183,   0.0150647,  -0.0138654, -0.00748196,  -0.0684275,  -0.0288648, -0.00069033, -0.00266718,   0.0188058,   0.0225237,   0.0222898, -0.00292215,  -0.0488626,   0.0193427,   -0.014276,  -0.0017508,  0.00221708, 7.69298e-05,   0.0173908,  -0.0475615, -0.00509621,   0.0102985,  -0.0385021,  -0.0195199,   0.0159882,   0.0751865,   0.0251105,   0.0829448,  -0.0260925,  -0.0516474,   0.0197631,   0.0277112,   0.0715417,   0.0867137,   0.0506233,   0.0293422,  -0.0188243,   0.0357963,   0.0324287,   0.0420953,  -0.0454458,  -0.0529184, -0.00289151,  -0.0768934,  -0.0622811,   0.0956327,    0.108555,    0.138857,   0.0463131,  -0.0322774,   0.0358303,    0.116639,  -0.0711654,   -0.010219,   -0.035501,   -0.107758,   0.0207215,  -0.0223092,  -0.0270022, 0.000119805,  -0.0586207,   0.0643972,  -0.0250509,   0.0335657,  -0.0396598,   0.0306499,    0.044531,  0.00367461,  -0.0450154,  -0.0034774,   0.0307306,   0.0168559,   0.0870787, -0.00236288,  -0.0419112,  -0.0841187, -0.00359039,   0.0208653,   0.0110583,   0.0725955,  -0.0115831,   0.0285197, -0.00261251,  -0.0473729,   0.0173677, -0.00438817,  -0.0118908,  0.00929211,   0.0325839,  0.00289428,-0.000509994,  0.00159345,   0.0329676,  -0.0115286,  -0.0364662,  -0.0209077,  -0.0136971,  -0.0167502,  -0.0443677,  -0.0666203,  -0.0654369,   0.0235754,  -0.0482902
RF02913#URS0000D66AA1_12908/1-115#subopt19,   0.0631214,  -0.0322494,  -0.0793263,   0.0607513,   -0.068666,   0.0766438,  -0.0759166,  0.00656213,  -0.0907786,  -0.0631169,  -0.0624028,  -0.0905861,   0.0549076,   0.0328042,  -0.0368591,   0.0127669,  -0.0251976,  -0.0589474,  -0.0283005,  -0.0237356,  -0.0192082,   0.0200967,   0.0198364,  -0.0398872,  -0.0182475,   0.0085896, -0.00137392,    0.121704,  -0.0183699,  -0.0141725,   0.0305183,  0.00202397, -0.00808964,  -0.0237016,  0.00610014,  -0.0287866,   -0.030238,   0.0328002,  -0.0174657,   0.0329103,   0.0231932,  0.00187409,    0.104552,  -0.0444576,  -0.0449226,   0.0297527,  0.00822046,   0.0763558,   0.0464855,  0.00185498,  -0.0349026,  -0.0128382,  -0.0532855,  0.00114927, -0.00231108,  -0.0327644,    0.022215,  -0.0629963, -0.00698215, -0.00908518, -0.00469149,   0.0387784,-0.000107935,   0.0104835,  -0.0152996,   -0.104783,   0.0188033,  -0.0181785,  -0.0625792,   -0.016054,  -0.0205732,  -0.0030315, -0.00312657,   0.0429528,   0.0293368,   0.0589891,   0.0340275,  -0.0349055,   0.0204169,  -0.0307796,   0.0219001,   0.0309125,   0.0238872,    0.139992,   0.0319711,   0.0103402, -0.00647478,   0.0679764,  0.00698664,   0.0354011,    0.047796,  -0.0460652,   0.0319835,   0.0418358,  -0.0270254,   0.0254156,  -0.0172965,  -0.0500648,  -0.0277895, -0.00844394, -0.00742383, -0.00189155,   0.0423367,  -0.0612681, -0.00398189,   0.0244112,-4.16687e-05, -0.00771616,   0.0373143,   0.0739736,  -0.0763118,   -0.143548,  -0.0669932,    -0.03902,   0.0288744,  -0.0272532,  -0.0383253,  0.00983684
RF02913#URS0000D66AA1_12908/1-115#subopt20,     0.06337,  -0.0283788,  -0.0828174,    0.062717,  -0.0837792,   0.0906133,  -0.0478464,  -0.0545449,  -0.0603335,  -0.0573446,  -0.0609271,   -0.047573,    0.061449,  -0.0171662, -0.00283228,   0.0313137, -0.00417379,  -0.0115304,   0.0109863,  -0.0202073,  -0.0454115,   0.0523969,  -0.0310701, -0.00736178,   0.0211643, -0.00544725,   0.0227807, -0.00124963,   0.0195198,  -0.0186138,   0.0158157, 0.000135372, -0.00471804, -0.00192735,  -0.0125016,  -0.0116058,   0.0150275,  -0.0108164,  0.00165037,   0.0436879,   0.0116214,  0.00304208,    0.045216,  0.00341532,   -0.047777,   0.0201269,   -0.009252,     0.06011,   0.0140163,  -0.0234409,  0.00421041,    -0.02996,  -0.0213074,  -0.0175313,    0.023308,   -0.060076,  0.00585995,  0.00196908,  0.00601088,  -0.0173782,   0.0414656,   0.0199962,   0.0391587,   0.0160837, -0.00794839,  -0.0326749, -0.00417564,    0.007116,  -0.0423728,  -0.0373325, -0.00365165,    0.023171,  0.00201805,-0.000206088,  -0.0146241, -0.00117688,   0.0417915,   0.0477713,   0.0370447,  -0.0214995,  0.00628715,  0.00991617,  -0.0238318, -0.00245618,  0.00597888,  -0.0108177,  -0.0222725,   0.0159969,    0.033454,   0.0249332,   0.0454358,  -0.0167603,   0.0290028, -0.00922639,   0.0069857,  -0.0016189,   0.0533467,   0.0494887,  -0.0940884,   0.0277742,  -0.0213703,   0.0232565,   0.0174431,   0.0298047,   0.0213123,  -0.0206853,  -0.0108677,   -0.042426,   0.0374037,  0.00542607,   0.0275847,  -0.0322013,   0.0592828,   0.0296946,  -0.0172277,  -0.0203189,    0.011809,  -0.0888295
RF02913#URS0000D66AA1_12908/1-115#subopt21,   0.0653164,  -0.0115908,  -0.0772582,   0.0365487,   -0.103208,   0.0810107,  -0.0726594, -0.00160905,    0.027577,  -0.0386439,  -0.0273166,  -0.0326347,   0.0769374,   -0.018782,   0.0824208,   0.0168037,  -0.0874408, -0.00382337,  -0.0471489,  -0.0178986,   0.0844657,   0.0680362,   0.0174614,   0.0423373,   -0.115733,  -0.0133594,  -0.0699107,  -0.0213091,  -0.0239669,   0.0416496,    0.010649,   -0.097782,   0.0395723,  0.00304259,    -0.01242,  0.00326917,  0.00763848,  -0.0353615,  0.00226019,  -0.0353695,  -0.0162765,  -0.0505662,  -0.0373808,   0.0170296,     0.09023,   0.0146964,  0.00433226,   -0.104793,  -0.0440555, -0.00119423,  -0.0545058,   0.0728582,   0.0851084,   0.0868852,   0.0474182,    0.107793,  0.00541477,  -0.0192226,   0.0186448,  -0.0889948,  -0.0723873,   0.0398849,  -0.0425072,   0.0321619,-0.000652489,   0.0425673,  -0.0469303,   0.0782314,  -0.0358915,   0.0358364,    0.119329,  -0.0336488,    0.030098,  -0.0290505,     0.08549,   0.0130311,   -0.039518,  -0.0235492, -0.00546248,   0.0676732,  -0.0498051,  -0.0317123,   0.0190427,  -0.0497121,  -0.0233841,  -0.0808389,   0.0310562,  -0.0876481,   0.0113936,  0.00569361,   0.0791213, -0.00516785,  -0.0257324,   0.0824301,   -0.086695,  -0.0358878,    0.109273, -0.00435956,  0.00483715,   -0.150508,  -0.0744797,   -0.186493,  -0.0111882,   0.0187869,  -0.0712821,   0.0487131,  -0.0499293,   0.0285015,   0.0548201,  -0.0113528,  -0.0247624,   0.0153825,  -0.0513273,  -0.0523199,   0.0308816,   -0.024142, -0.00656842,    0.025162
RF02913#URS0000D66AA1_12908/1-115#subopt22,   0.0623254,  -0.0244379,  -0.0699464,   0.0531221,   -0.101343,   0.0805917,  -0.0239711,  -0.0507392,  -0.0272598,  -0.0326057,   0.0114865,   0.0180347,  -0.0180035,   0.0215132,   0.0675601,   0.0266454,   0.0182603,  -0.0498922,   0.0124787,   0.0994008, -0.00864547,   0.0204434,  -0.0529974,    0.034278,   0.0269452,  -0.0421046,  -0.0119469,   0.0363102,  -0.0774311,  -0.0518356,   0.0153851,   0.0274956,  -0.0252838,  0.00885582,  -0.0422597,   0.0132187,   0.0651131,   -0.047921,  0.00417239,   0.0417311,  0.00763417,   0.0210449,   0.0137695,  -0.0154803,  -0.0638297,   0.0143769,   0.0372775,  0.00102502,   0.0035007,   0.0393303,   0.0694806,  -0.0427143,  -0.0572846,  -0.0403908,   0.0242886,  -0.0461277,   0.0777048,     0.07539,  -0.0213778, -0.00118433,   0.0356918,   -0.031513,   -0.134441,  -0.0610278,  -0.0198042,  -0.0679868,   0.0791675,   0.0360678,  -0.0213536, -0.00399421,   0.0248956,  -0.0450537,  -0.0207671,   0.0279177,   0.0151104,  -0.0856892,   0.0369574,  -0.0579402,  0.00151342,   0.0250542, -0.00778481,   0.0476362,   0.0675454,   -0.130058,  -0.0952569,  -0.0639574,  -0.0382553,  -0.0153345,  -0.0810564,  -0.0453567,   0.0642953,   0.0445342,   -0.117105,    0.019532,     0.17545,  -0.0956269,  -0.0720114,  -0.0347175,  -0.0458533, -0.00500001,   0.0484577,   0.0684549,-0.000719721,   0.0152664,   0.0243528,   0.0317543,  -0.0429578,   0.0418856,  -0.0325251,  -0.0428141,  -0.0624895,  0.00404097,  -0.0939723,  -0.0879594,  0.00274555,   0.0342221,  0.00982203,   0.0727753
RF02913#URS0000D66AA1_12908/1-115#subopt23,   0.0631313,  -0.0244405,  -0.0780987,   0.0549782,   -0.100565,   0.0925617,  -0.0110016,   -0.064722,  -0.0322431,  -0.0624229,  -0.0319902, -0.00021919,   0.0755662,  -0.0138328,   0.0140689,    0.030792,  -0.0199463,  -0.0437203, -0.00882506,  -0.0243317,  -0.0480614,   0.0640175,   0.0408962,   0.0299721,   0.0458074, -0.00637824, -0.00048669,   0.0307842,  0.00990439,  -0.0433659,   0.0598587,  -0.0575619,  -0.0126173,   0.0144743,  -0.0157095,   0.0508793,   0.0270685,   0.0318597,  -0.0394095,   0.0035808,  -0.0589284,   0.0311873,  -0.0136003,  -0.0379231,   0.0342044,   0.0421282,  -0.0119942,   0.0357742,  -0.0242125,   0.0336755, -0.00544083,   0.0601649,  -0.0511758,  -0.0342377,  -0.0448149,  -0.0890094,  -0.0126791,  -0.0273638, -0.00729526,  -0.0163516,  -0.0105775,   0.0208748,   0.0279363,   0.0369703,   0.0431846,  -0.0874067, -0.00610432,   0.0151788,  -0.0444873, -0.00496583, -0.00866636,   0.0562516,-0.000568449,   -0.115065,   0.0712483,  -0.0163371,  -0.0115456,   0.0434578,   0.0318017,  -0.0234783,   0.0132383,   -0.105399,   0.0342818,  -0.0113245,  -0.0949699,  -0.0664186,  0.00478741,  -0.0732218,  0.00178457,  0.00557043,  -0.0159756,   -0.018459,  -0.0169828,  -0.0924536,  -0.0170872, -0.00249692,  0.00581526,   0.0230338,   -0.014449,   0.0779271,-0.000741541,   0.0678677, -0.00668682,  0.00417037,   0.0138593,  -0.0185562,   0.0115772,  -0.0250431,  -0.0209117,  -0.0880081,   0.0104135,   0.0931225,   0.0208859, -0.00177815,   0.0613721,  -0.0562896,  -0.0662366,  -0.0431854
RF02913#URS0000D66AA1_12908/1-115#subopt24,  0.0650061, -0.0170417, -0.0869263,  0.0497763,  -0.114436,   0.103182, 0.00578089, -0.0213968, -0.0145038, -0.0290491, -0.0473941, -0.0159042,  0.0817822, -0.0469623,  0.0373787,  0.0297184, -0.0141387,  0.0100475,  0.0204978, -0.0247455, -0.0365155,  0.0614739,  0.0492439, 0.00379709, -0.0522392, -0.0311117, -0.0545799,  0.0681612, 0.00981766, -0.0176468,  0.0296287, -0.0636154,-0.00425751, -0.0198756, 0.00448014,  0.0257967,   0.069441,  0.0213145, -0.0253492,  0.0158664,-0.00260809,  0.0126433,  0.0185777,-0.00711949, 0.00301466, 0.00580634,  0.0382802, 0.00471898, -0.0635228, -0.0348149,  0.0522922, -0.0509537,  0.0537762,  0.0151524,  0.0168453, -0.0557815, -0.0340661, -0.0203359,    0.08177,  -0.119104, -0.0186045, 0.00859495,   -0.03591,  0.0697618,  0.0147432, -0.0779271, -0.0411208,  0.0469714,  -0.107866, -0.0282281,  0.0127791, -0.0347547,   0.048432, -0.0670257,   0.134873, -0.0398117, -0.0116162,0.000559733,6.23264e-05,-0.00980942, 0.00405403, -0.0947208,  0.0162481, -0.0311471, -0.0488916, -0.0623062,-0.00146332,  -0.053778, -0.0350546, -0.0289252,  0.0543294,  0.0366114, -0.0275711,  0.0140932,   -0.10542, 0.00204073,    0.10784,  0.0537431, -0.0388005,   -0.12156,  -0.124927,   -0.20678, -0.0431276,  0.0382695, -0.0558386, 0.00603928,  0.0176327,  0.0966006,  -0.124746,  -0.119609, 0.00627457,  0.0226709,  0.0137633,  0.0453627, 0.00539067,   0.113185,  0.0204982,  0.0548864
