 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13,snm_14,snm_15,snm_16,snm_17,snm_18,snm_19
RF01734#ALXI01000102.1/18602-18543#subopt4,   3.0823,0.0527293,-0.487246,-0.847976, 0.849623, 0.385111,-0.222982,  0.44526, 0.438176, 0.069402,-0.372566,  0.30443,-0.530748,-0.383694, 0.287628,-0.774863,-0.179727,-0.509174,-0.380173
RF01734#KB944507.1/1472202-1472268#subopt0,   4.51735,   1.09763,  -1.57742,  0.854067, -0.102417,  0.472471,-0.0110599,  0.798232,  -1.05269, -0.207154,  0.672248,   0.71204,   0.54001,  0.114258,  0.401039, -0.445862,  0.182759, 0.0576103,  0.898465
RF01734#KB944507.1/1472202-1472268#subopt1,  4.44165,  1.20013, -1.43516, 0.798383, -0.16721, 0.712251, 0.209416,  1.29248,-0.897749, 0.490184,  1.04462, 0.240692, 0.291844, 0.209253, 0.518986, -0.10234, 0.120115, 0.300582, 0.717062
RF01734#KB944507.1/1472202-1472268#subopt2,   4.40018,   1.31191,  -1.48576,  0.527003, -0.397667,  0.766429,  0.360028,   1.53659,-0.0999313, 0.0545749,   1.04579,  0.478138,  0.180635,  0.429408,  0.983697,  0.385719, -0.523174,  0.146615, 0.0411565
RF01734#KB944507.1/1472202-1472268#subopt3,   4.51149,   1.10615,  -1.55122,  0.762202,-0.0181349,  0.526555, 0.0953112,  0.866067,  -1.05069, -0.121403,  0.677036,  0.754184,  0.396261,  0.191772,  0.541813, -0.372547,  0.131025,  0.132141,  0.953143
RF01734#KB944507.1/1472202-1472268#subopt4,   4.7561,-0.829191, -2.47462,-0.150377,-0.056921,-0.048986, 0.489146,-0.185249, 0.393422, 0.424348,-0.973724,-0.275645,-0.498499,-0.677644, 0.766185, 0.374073,-0.898014,   0.3397,-0.964609
RF01734#MGOG01000202.1/8032-8093#subopt0,   4.88348,  0.520371,  -1.13129,   0.07568,  0.150333,-0.0849473, -0.410044, -0.680114, -0.104197,   1.07967,   1.04916, -0.491039,  0.227097,  0.237299,  0.202177,  0.161158, -0.813119,   0.54693, -0.395545
RF01734#MGOG01000202.1/8032-8093#subopt1,  4.97891, 0.823602, -1.47752,-0.373597,-0.199539, 0.891864,-0.771009, -1.06138, 0.202661, 0.767888,  1.35951, 0.207467, 0.156919, 0.154902,-0.126072,-0.121933,-0.619041,0.0678829,-0.317213
RF01734#MGOG01000202.1/8032-8093#subopt2,  4.11247,  1.48202, -1.30542,  1.01187,-0.351729,  0.81802, -1.17668,-0.204228, 0.488402,  1.05184,  1.72602,-0.066972,-0.306352,-0.442864, 0.118034, 0.106099,-0.344294,0.0549254,  -0.2853
RF01734#MGOG01000202.1/8032-8093#subopt3,  4.98532, 0.840299, -1.49373,-0.384515,-0.156245, 0.888104,-0.847467, -1.11517, 0.180613, 0.697227,  1.37248, 0.300939, 0.189322, 0.179688, -0.20629,-0.227839,-0.599559, 0.172276,-0.271723
RF01734#MGOG01000202.1/8032-8093#subopt4,    4.22543,     1.1614,   -1.42962,    1.16324,  -0.228832, -0.0586144,  -0.444316,   0.336442,  -0.181443,   0.431952,    1.25796,-4.5181e-05,   0.309459,    0.05224,   0.458379,   0.478367,  -0.312228,   0.408688,  0.0755616
RF01734#FUZT01000010.1/96793-96866#subopt0,  3.89064, 0.459234, 0.609856,  1.07654, 0.714216,  1.35645, 0.463014, 0.910318, 0.151224,-0.468597, -0.27792, 0.120466,0.0506551,-0.466876, 0.128748,-0.667705,-0.106664,-0.459141,-0.153197
RF01734#FUZT01000010.1/96793-96866#subopt1,   4.54072,  0.104438,  0.723844, -0.134893,  0.821486,    1.0902,  0.447104,  0.526649, -0.117052, -0.221762,  -0.44433, -0.439015, 0.0712566, -0.129861,0.00872109, -0.447091, -0.583834, -0.122287,  0.164541
RF01734#FUZT01000010.1/96793-96866#subopt2,   5.03041,   1.14894,  -1.44647, -0.933294, -0.477441, 0.0677657,  0.551969, -0.205758, -0.554625, -0.465259, -0.212613, -0.104283,-0.0295811,  0.720849,  0.474931,  0.425849, -0.322207,  0.518741,  0.336214
RF01734#FUZT01000010.1/96793-96866#subopt3,   4.11024,   1.72801,  -1.79713,   0.55068, -0.649614,  0.448008,    1.0228,  0.352962,  0.175306,  0.200121,  0.725652,-0.0960174, -0.394893,  0.458446,  0.378255,   0.53205,  -0.50686,  0.772689, -0.095436
RF01734#FUZT01000010.1/96793-96866#subopt4,   4.76655,   1.19237,-0.0756564, -0.829831, 0.0379648,  0.804756,   0.99872,  0.340824, -0.942269,  0.309171, -0.138342, -0.745297,  0.291643,  0.918518,  -0.18981,  0.672178, -0.725841,  0.282189,  0.687864
RF03057#JTDN01000001.1/2084804-2084864#subopt0,   4.46522,   1.60243,  0.962252,  -2.50197,-0.0883079,  -1.15758,  0.413988, 0.0186033,-0.0670906,  0.624013, 0.0573223,    1.3777,-0.0708814, -0.170403,  0.484798,  0.170664,  0.447438,  -1.15541,  0.233906
RF03057#JTDN01000001.1/2084804-2084864#subopt1,  4.35622,  1.69091, 0.758393, -2.72925,-0.344207,-0.492444, 0.337337,-0.265478,0.0741815, 0.818651, 0.106519,  1.44235,-0.488721,-0.161483, 0.223338,0.0655384, 0.538938, -1.22597,0.0378187
RF03057#JTDN01000001.1/2084804-2084864#subopt2,    3.9347,   1.60945,  0.962182,  -1.83927,  -0.31846,  -1.54019,   0.20966,  -0.16539, -0.124931, 0.0521028, 0.0137261,   1.04135, -0.240585, 0.0367726,  0.705545,-0.0867019, 0.0211406,  -1.36587,  0.218239
RF03057#JTDN01000001.1/2084804-2084864#subopt3,    3.89818,    1.66282,   0.735019,   -2.14334,  -0.633812,  -0.663088,   0.249509,  -0.408828,  0.0486642,   0.338854,   0.165545,    1.10287,   -0.68024, 0.00982046,   0.437061,  -0.140011,   0.123713,   -1.48652,-0.00957531
RF03057#JTDN01000001.1/2084804-2084864#subopt4,   3.96962,   1.64837,  0.999171,  -1.94523, -0.277335,  -1.57823,-0.0737452,  -0.10286, -0.124228, -0.357781, 0.0490625,  0.864971, -0.469719, -0.255454,  0.516093,  0.217793, -0.343826,  -1.27225,  0.148226
RF03057#LMKV01000001.1/47195-47140#subopt0,  4.31866,  1.41266,-0.128763,-0.422186,-0.717241, -1.15522, -0.67111, -1.19898, 0.154451, 0.226469,0.0940042, 0.975845,-0.771609, 0.358716, 0.308929, 0.337043, 0.231188,-0.466176,-0.350279
RF03057#LMKV01000001.1/47195-47140#subopt1,     4.423,   1.40153, -0.116037, -0.498984,  -0.55892,  -1.44147, -0.232501, -0.824185,-0.0586263, -0.116987,  0.320468,  0.810801, -0.279344,  0.143263,  0.527497,  0.558962,  0.179051, -0.462397,  -0.26209
RF03057#LMKV01000001.1/47195-47140#subopt2,  3.55057,  1.86328,-0.405854,   1.1296,-0.875717,-0.840132, -0.60708, -1.12918,-0.335792, 0.769559, 0.577423,-0.326791,-0.166049,0.0320265,-0.164639,-0.267954,0.0590725, -0.13202,-0.849828
RF03057#LMKV01000001.1/47195-47140#subopt3,   3.65491,   1.85215, -0.393135,   1.05281, -0.717396,  -1.12638,  -0.16847,  -0.75439, -0.548866,  0.426104,  0.803888, -0.491835,   0.32622, -0.183428,   0.05393,-0.0460322,0.00693718, -0.128241, -0.761636
RF03057#LMKV01000001.1/47195-47140#subopt4,   3.5227,  1.97333,-0.578597,  0.92029, -0.96533,-0.603505,-0.664762,-0.804869, 0.520441, 0.491512,  0.21565,-0.151297,-0.103299,0.0570186, 0.340805,0.0838254,-0.148697, 0.220911, -1.16577
RF03057#URS0000D67145_438753/1-56#subopt0,  4.00522,  1.93347, 0.705523, -2.19239,-0.787846,-0.788116, 0.287686,-0.477224, 0.829958, 0.500885, -0.15698, 0.930921,-0.352342,-0.482711, 0.361486,-0.393551, 0.075978, -1.24987,-0.238756
RF03057#URS0000D67145_438753/1-56#subopt1,   3.91506,   2.06363,  0.638141,  -2.14044, -0.540912,  -1.22923,-0.0347152, -0.839729,  0.690802, -0.155759, -0.394664,   1.17112, -0.194519, -0.514257,   0.30589, -0.396152,-0.0322495,  -1.19377, -0.090984
RF03057#URS0000D67145_438753/1-56#subopt2,    3.4148,   2.31502,  0.554688,  -1.18367, -0.838203, -0.539275,  0.302823, -0.266214,  0.576198,   1.00772,  0.162928, -0.303151,   0.16218, -0.637702, -0.143376,  -0.93359,-0.0869022, -0.848087, -0.580503
RF03057#URS0000D67145_438753/1-56#subopt3,   3.39542,     2.406,  0.438151,   -1.1884,  -0.60547, -0.965028,-0.0315702, -0.739809,  0.408181,  0.169449, -0.114822,  0.148052,  0.360477, -0.731273, -0.260096,  -1.02122, -0.203061, -0.853177, -0.399679
RF03057#URS0000D67145_438753/1-56#subopt4,   3.33152,   2.36837,   0.38013,  -1.35162, -0.846078, -0.252334,  0.246332,-0.0315349,   1.17477,  0.720606,-0.0495962, -0.131059,  0.215071, -0.626579,  0.256999, -0.575099, -0.306646, -0.512643, -0.806944
RF03057#AP009384.1/1486639-1486584#subopt0,  4.00522,  1.93347, 0.705523, -2.19239,-0.787846,-0.788116, 0.287686,-0.477224, 0.829958, 0.500885, -0.15698, 0.930921,-0.352342,-0.482711, 0.361486,-0.393551, 0.075978, -1.24987,-0.238756
RF03057#AP009384.1/1486639-1486584#subopt1,   3.91506,   2.06363,  0.638141,  -2.14044, -0.540912,  -1.22923,-0.0347152, -0.839729,  0.690802, -0.155759, -0.394664,   1.17112, -0.194519, -0.514257,   0.30589, -0.396152,-0.0322495,  -1.19377, -0.090984
RF03057#AP009384.1/1486639-1486584#subopt2,    3.4148,   2.31502,  0.554688,  -1.18367, -0.838203, -0.539275,  0.302823, -0.266214,  0.576198,   1.00772,  0.162928, -0.303151,   0.16218, -0.637702, -0.143376,  -0.93359,-0.0869022, -0.848087, -0.580503
RF03057#AP009384.1/1486639-1486584#subopt3,   3.39542,     2.406,  0.438151,   -1.1884,  -0.60547, -0.965028,-0.0315702, -0.739809,  0.408181,  0.169449, -0.114822,  0.148052,  0.360477, -0.731273, -0.260096,  -1.02122, -0.203061, -0.853177, -0.399679
RF03057#AP009384.1/1486639-1486584#subopt4,   3.33152,   2.36837,   0.38013,  -1.35162, -0.846078, -0.252334,  0.246332,-0.0315349,   1.17477,  0.720606,-0.0495962, -0.131059,  0.215071, -0.626579,  0.256999, -0.575099, -0.306646, -0.512643, -0.806944
RF02925#URS0000D678AE_12908/1-52#subopt0,   3.35212,    2.2435,   0.62826,  0.266141, -0.960528,   1.03498, 0.0663343,-0.0496491, -0.976145, -0.432286,  0.101067,-0.0282683,  0.324883, -0.563676, -0.218146,  -0.76342,  0.214779, -0.495621, -0.444199
RF02925#URS0000D678AE_12908/1-52#subopt1,   3.56293,   1.90911, -0.815401,  0.469897, -0.834538,  0.220727, -0.346972, -0.099174, -0.531301,-0.0706907,   1.34855, -0.252341,  -0.28604, -0.978858, 0.0509354, -0.923432,-0.0248106, -0.611774,  -0.37797
RF02925#URS0000D678AE_12908/1-52#subopt2,   3.50429,   1.95793, -0.734058,  0.449866, -0.901767,  0.463011, -0.137244,  0.234304, -0.376604,  0.498722,    1.5774, -0.764876, -0.444499, -0.870868,  0.198198, -0.617506,0.00154897, -0.638278, -0.502849
RF02925#URS0000D678AE_12908/1-52#subopt3,    3.54571,    1.86707,  -0.853417,   0.519097,  -0.807515,   0.256946,  -0.289654,  -0.119402,  -0.496411,0.000759478,    1.08225,  -0.192959,  -0.286179,   -1.01731,  0.0269003,   -1.13394,  0.0079993,  -0.495161,  -0.268215
RF02925#URS0000D678AE_12908/1-52#subopt4,   2.53309,   2.20572,-0.0824992, -0.088411, -0.800155,  0.375955, 0.0311243,  0.419337, 0.0168192,   0.51858,  0.256512,  0.274963,-0.0749385,  0.269258,  0.836451, -0.348627, -0.278549, -0.590434, -0.452836
RF02925#URS0000D6C076_12908/1-53#subopt0,   2.48671,   2.32059, 0.0784949,  0.352965, -0.321359, -0.421013,  0.112294,-0.0879083, -0.640007,   0.48951,  0.538279, -0.350199,  0.765606, -0.167053,  0.332234,  -1.12596, -0.481985, -0.108629, -0.246464
RF02925#URS0000D6C076_12908/1-53#subopt1,   2.46537,   2.34724,   0.13427,  0.466854, -0.448077,-0.0934045, -0.499396, -0.656953, -0.346568,   0.83774,  0.322947, -0.127649,  0.369034,  0.107061,  0.130208,  -1.09971, -0.440997, -0.085125, -0.506833
RF02925#URS0000D6C076_12908/1-53#subopt2,  2.48719,  2.47835,0.0345188, 0.290797,-0.455807,-0.244857,-0.484457,-0.287485,  0.56257, 0.647497,-0.235954, 0.231211, 0.377142, 0.237473, 0.516509,-0.459858,-0.514797, -0.15057,-0.821527
RF02925#URS0000D6C076_12908/1-53#subopt3,   3.47381,   1.84007, -0.600697,  0.837833, -0.504337, 0.0299973, -0.936612, -0.264972, -0.721952,  0.619106,  0.543739, -0.271809, -0.164787,  0.320214,  0.419874, -0.821865,-0.0524146,  0.340036,-0.0967323
RF02925#URS0000D68336_12908/1-53#subopt0,   3.41547,   1.58443, -0.934489,  0.662677,  -1.16377, -0.167816,  0.528581, -0.542398, -0.822618,  0.545592,  0.424784, -0.889314, -0.639804,  -0.62108,  0.251552, -0.429633,-0.0606987, 0.0438225, -0.615541
RF02925#URS0000D68336_12908/1-53#subopt1,   3.49775,   1.83743,  -1.28954,  0.400917, -0.881991,  0.566654,  0.554797, -0.629482, -0.535919,  0.174694,  0.512234,  0.390746,-0.0505009,-0.0946987,  0.182866,  -1.01881,-0.0776252,  0.138152,  0.145179
RF02925#URS0000D68336_12908/1-53#subopt2,   2.48671,   2.32059, 0.0784949,  0.352965, -0.321359, -0.421013,  0.112294,-0.0879083, -0.640007,   0.48951,  0.538279, -0.350199,  0.765606, -0.167053,  0.332234,  -1.12596, -0.481985, -0.108629, -0.246464
RF02925#URS0000D68336_12908/1-53#subopt3,   2.46537,   2.34724,   0.13427,  0.466854, -0.448077,-0.0934045, -0.499396, -0.656953, -0.346568,   0.83774,  0.322947, -0.127649,  0.369034,  0.107061,  0.130208,  -1.09971, -0.440997, -0.085125, -0.506833
RF02925#URS0000D68336_12908/1-53#subopt4,  2.48719,  2.47835,0.0345188, 0.290797,-0.455807,-0.244857,-0.484457,-0.287485,  0.56257, 0.647497,-0.235954, 0.231211, 0.377142, 0.237473, 0.516509,-0.459858,-0.514797, -0.15057,-0.821527
RF02925#URS0000D67A9E_12908/1-52#subopt0,  4.09268,  1.94468,    1.092,-0.999654,-0.927959, 0.982597, 0.334273,-0.184535,-0.856573, -0.33213, 0.205463,-0.166986,0.0890823,-0.913129,-0.599128,-0.623658, 0.230368,-0.677912,-0.197793
RF02925#URS0000D67A9E_12908/1-52#subopt1,   3.35212,    2.2435,   0.62826,  0.266141, -0.960528,   1.03498, 0.0663343,-0.0496491, -0.976145, -0.432286,  0.101067,-0.0282683,  0.324883, -0.563676, -0.218146,  -0.76342,  0.214779, -0.495621, -0.444199
RF02925#URS0000D67A9E_12908/1-52#subopt2,   3.56293,   1.90911, -0.815401,  0.469897, -0.834538,  0.220727, -0.346972, -0.099174, -0.531301,-0.0706907,   1.34855, -0.252341,  -0.28604, -0.978858, 0.0509354, -0.923432,-0.0248106, -0.611774,  -0.37797
RF02925#URS0000D67A9E_12908/1-52#subopt3,   3.50429,   1.95793, -0.734058,  0.449866, -0.901767,  0.463011, -0.137244,  0.234304, -0.376604,  0.498722,    1.5774, -0.764876, -0.444499, -0.870868,  0.198198, -0.617506,0.00154897, -0.638278, -0.502849
RF02925#URS0000D67A9E_12908/1-52#subopt4,    3.54571,    1.86707,  -0.853417,   0.519097,  -0.807515,   0.256946,  -0.289654,  -0.119402,  -0.496411,0.000759478,    1.08225,  -0.192959,  -0.286179,   -1.01731,  0.0269003,   -1.13394,  0.0079993,  -0.495161,  -0.268215
RF01701#ALVZ01000161.1/23593-23517#subopt0,    3.79519,    1.70136,   0.476699,   -1.99902,   0.233047,  -0.197656,   0.473345,  -0.313976,  -0.429012,   0.073815,    0.59032,   0.592148, 0.00157604,0.000503298,  -0.155428,  -0.305663,  -0.672577,   -0.59042,    0.62246
RF01701#ALVZ01000161.1/23593-23517#subopt1,    3.18873,     1.8476,   0.327745,   -1.17935,   0.197149,-0.00548121,   0.427226,   0.127517,  -0.442404,   0.584709,   0.593158,   0.337747, -0.0982864,   0.361991,   0.423194,  -0.266279,  -0.541384,   -0.43947,   0.729078
RF01701#ALVZ01000161.1/23593-23517#subopt2,   3.09935,    1.9389,  0.156664,  -1.47349, -0.134503,  0.592221,  0.398013,-0.0509641, -0.172689,  0.968084,  0.534277,  0.591146, -0.646412,  0.298377,  0.247754, -0.281487, -0.539396, -0.627565,  0.602856
RF01701#ALVZ01000161.1/23593-23517#subopt3,  3.15949,   1.9291, 0.227236, -1.40707,0.0150492, 0.515457, 0.686995, 0.120615,0.0068343, 0.821427, 0.708477,  0.85919,-0.730367,  0.45843, 0.286386,-0.239608,-0.540263,-0.450272, 0.748988
RF01701#ALVZ01000161.1/23593-23517#subopt4,   2.13775,  0.627567,  0.462098,  -1.25312,  0.698462,   0.34949,  0.459169, -0.083062, -0.144229,   0.48055,  0.167008,  0.138984, -0.686619, -0.295908,  0.272575, 0.0100345, -0.176079,-0.0628923,-0.0477499
RF01701#BBWW01000001.1/2678460-2678388#subopt0,   4.22819,   1.40306,   -1.7801,  0.852092,  0.144006, -0.159123,  0.386717,   0.39795, -0.316263, -0.119506,   1.10414,  0.755564,-0.0538496,-0.0328971, 0.0878248,-0.0593981, 0.0372109,    0.5278,   0.60437
RF01701#BBWW01000001.1/2678460-2678388#subopt1,   4.16578,   1.52342,  -1.77799,  0.750408, 0.0914866,  0.316349,  0.659191,  0.780797, 0.0305361,     0.589,   1.45685,  0.249474, -0.209438,  0.152757, 0.0940974,  0.331033,-0.0687107,  0.689392,  0.515728
RF01701#BBWW01000001.1/2678460-2678388#subopt2,   4.13351,   1.42632, -0.423015, -0.838371,  0.247368,   0.19168,  0.630138,  0.855569,-0.0320472,  0.503057,    1.8333,   0.36499, -0.325102,  0.218872,   0.17458, 0.0694726, -0.563514,-0.0266653,  0.289287
RF01701#BBWW01000001.1/2678460-2678388#subopt3,    4.1556,   1.35825, -0.378334, -0.620695,  0.150853,  0.133582, -0.337453,-0.0829536,-0.0287819,  0.195455,   1.42786,   1.16697, -0.632838,  0.485428, -0.219807, -0.267872, -0.562919, 0.0368669,  0.276729
RF01701#BBWW01000001.1/2678460-2678388#subopt4,    4.08729,    1.41654,   -1.86827,   0.560938,  -0.413946,   0.643144,   0.445161,   0.310805,  -0.236341,  -0.182331,    1.36264,   0.889539,  -0.757284,  0.0191558,  0.0108784,-0.00976831,  -0.314585,   0.199463,   0.205496
RF01701#LATL02000310.1/27365-27432#subopt0,   4.01192,   1.38172, -0.700296,  -1.44173, -0.317284,  0.451367,  0.659505, -0.170124, -0.248731,   1.21314,  0.479315,  0.315897, -0.440291,  0.806752,  0.238775,-0.0930971, -0.651218, -0.759544,  0.323747
RF01701#LATL02000310.1/27365-27432#subopt1,   4.00507,   1.43495, -0.744384,  -1.44648, -0.244126,  0.489864,  0.688367, -0.173641, -0.227262,   1.17232,   0.46989,  0.281238, -0.429141,   0.79996,  0.271125,-0.0636405, -0.606868, -0.779246,  0.345103
RF01701#LATL02000310.1/27365-27432#subopt2,   4.07302,   1.40382, -0.782405,  -1.36869,-0.0703722,  0.385004,  0.454645, -0.551633, -0.491309,  0.436697,  0.119005,  0.703122, -0.245694,  0.556926,  0.459752, -0.232689, -0.647621, -0.608994,  0.480454
RF01701#LATL02000310.1/27365-27432#subopt3,  4.80884,  1.07038, -1.48503,-0.911484,-0.337871,-0.225498, 0.914845,-0.619599,-0.409157, 0.209125, 0.302785, 0.249294,-0.911284, 0.644457,-0.169201, 0.155978,-0.604597,0.0269307, 0.439196
RF01701#LATL02000310.1/27365-27432#subopt4,    3.11939,  0.0582771,   -0.41505,   -1.23696,   0.830544,   0.234229,   0.806586,  -0.170983,  -0.109676,   0.811912, -0.0357844,  -0.149908,  -0.639367, -0.0203417,-0.00874722,  0.0249665,  0.0415422,   -0.57954,  -0.460005
RF01701#CP003548.1/6307229-6307304#subopt0,     3.165,   1.99871,  0.505967, -0.866951,  0.403818, -0.621288,-0.0262495,-0.0198252, -0.779155,  0.676111, 0.0268427,  0.285182, 0.0433603,  0.144334,  0.594422, -0.608671, 0.0721944, -0.112734,   1.20792
RF01701#CP003548.1/6307229-6307304#subopt1,   4.11794,   1.52821, -0.506315, -0.310178,  0.159344,  -1.31464,  0.654859, -0.113378, -0.768655,  0.477863,  0.127999, -0.232687, -0.645254,  0.255795, 0.0346661,-0.0634948,  0.143923,   0.54767,   1.18116
RF01701#CP003548.1/6307229-6307304#subopt2,  3.10504,  1.98497, 0.411547, -1.27176,-0.145386, 0.284548,0.0972828,-0.201916,-0.600552, 0.696317, 0.529813, 0.269232,-0.656386, 0.151493, 0.531914,-0.526012, -0.38423,-0.516069, 0.684259
RF01701#CP003548.1/6307229-6307304#subopt3,  3.12013,  1.88983, 0.366536,  -1.2821,-0.269793, 0.253348, 0.194164, -0.17723,-0.469841, 0.886553, 0.470252, 0.252074,-0.707241, 0.250582, 0.191958,-0.793712,-0.410095,   -0.542,  0.62939
RF01701#CP003548.1/6307229-6307304#subopt4,     3.17216,     1.94388,    0.431042,    -1.22283,    -0.04126,    0.241874,    0.495007,-0.000396935,   -0.307853,    0.683506,    0.644389,    0.497738,   -0.761461,    0.419909,    0.275366,   -0.742902,   -0.325714,    -0.32867,    0.726365
RF03074#URS0000D6B40F_12908/1-93#subopt0,   5.41217,  0.897031, -0.383587,  0.436187, -0.180296, -0.928974,  -1.70016,  -1.21696,  0.474427,  0.475153, -0.484111, 0.0665277, -0.477932, -0.877014,  -1.21598,   1.06973, -0.308084,-0.0761699,  0.876287
RF03074#URS0000D6B40F_12908/1-93#subopt1,  6.07054, 0.471944, -1.09673, 0.476639,-0.409654,-0.932276, -1.65163, -1.38688, 0.121756,-0.546995,-0.548204,   0.4221,-0.653057,-0.462723, -1.26232, 0.932777, 0.746889,0.0964501, 0.376471
RF03074#URS0000D6B40F_12908/1-93#subopt2,   6.11719,  0.305559,  -1.20472,  0.214243,  -1.08403, -0.999029, -0.695844,  -1.11237,-0.0361517,  0.252972, 0.0870134,  0.239598,  -1.14067,  -1.04462,  -1.04655,  0.224328,  0.663195, -0.387671,  0.748866
RF03074#URS0000D6B40F_12908/1-93#subopt3,  4.87516,  1.45515,  0.33499,-0.124553,-0.328262,-0.212141, -1.13659,-0.462168, 0.343958, 0.453669, 0.314176, 0.055593,-0.564687, -1.35303, -1.32517,0.0421921, 0.145034,-0.427216,  1.13151
RF03074#URS0000D6B40F_12908/1-93#subopt4,    5.5427,  0.812865, -0.442181,  0.110126, -0.695232, -0.562742, -0.975817, -0.707226, 0.0653618,  0.701798, -0.136805,-0.0531032, -0.764462,    -1.359,  -1.28665,  0.568432, -0.160515, -0.273258,   1.11061
RF03074#AQQW01000002.1/8611-8703#subopt0,   5.41217,  0.897031, -0.383587,  0.436187, -0.180296, -0.928974,  -1.70016,  -1.21696,  0.474427,  0.475153, -0.484111, 0.0665277, -0.477932, -0.877014,  -1.21598,   1.06973, -0.308084,-0.0761699,  0.876287
RF03074#AQQW01000002.1/8611-8703#subopt1,  6.07054, 0.471944, -1.09673, 0.476639,-0.409654,-0.932276, -1.65163, -1.38688, 0.121756,-0.546995,-0.548204,   0.4221,-0.653057,-0.462723, -1.26232, 0.932777, 0.746889,0.0964501, 0.376471
RF03074#AQQW01000002.1/8611-8703#subopt2,   6.11719,  0.305559,  -1.20472,  0.214243,  -1.08403, -0.999029, -0.695844,  -1.11237,-0.0361517,  0.252972, 0.0870134,  0.239598,  -1.14067,  -1.04462,  -1.04655,  0.224328,  0.663195, -0.387671,  0.748866
RF03074#AQQW01000002.1/8611-8703#subopt3,  4.87516,  1.45515,  0.33499,-0.124553,-0.328262,-0.212141, -1.13659,-0.462168, 0.343958, 0.453669, 0.314176, 0.055593,-0.564687, -1.35303, -1.32517,0.0421921, 0.145034,-0.427216,  1.13151
RF03074#AQQW01000002.1/8611-8703#subopt4,    5.5427,  0.812865, -0.442181,  0.110126, -0.695232, -0.562742, -0.975817, -0.707226, 0.0653618,  0.701798, -0.136805,-0.0531032, -0.764462,    -1.359,  -1.28665,  0.568432, -0.160515, -0.273258,   1.11061
RF03074#URS0000D6C566_391595/1-93#subopt0,   6.05613,  0.467196,  -1.40314,-0.0899444,  -1.30869, -0.524018,  -0.26347, -0.825906,   1.33658,  0.406237, 0.0480384, -0.125637, -0.843693,    -1.082, -0.824742,  0.609592, -0.237184, -0.384155, 0.0102998
RF03074#URS0000D6C566_391595/1-93#subopt1,  5.52809,   1.1145,-0.207166, 0.477612,-0.286266, -1.45526, -1.03032,-0.424245, 0.983877, 0.786322,-0.515173,-0.475471,0.0622036, -1.10608,-0.596805,  1.17863,-0.244161, 0.269099, 0.623866
RF03074#URS0000D6C566_391595/1-93#subopt2,   5.43129,   1.42552,  0.664197, -0.894987, -0.016499,  -1.65396,  -1.24581, -0.805732,   1.23616, -0.174631,  0.345119, 0.0357735, -0.121297,  -1.14672, -0.316177,  0.597749,  0.605258,-0.0540316,  0.483092
RF03074#URS0000D6C566_391595/1-93#subopt3,   6.08397,  0.777663, -0.112611, -0.660247, -0.390021,  -2.00588,  -1.08604,  -1.05024,  0.959453, 0.0723296, -0.104408,-0.0734742, -0.317442,  -1.15012, -0.279678,   1.12458,  0.301213, 0.0992603,  0.465045
RF03074#URS0000D6C566_391595/1-93#subopt4,   5.40826,   1.29842,  0.774301, -0.970423, -0.226194,  -1.85474, -0.837479, -0.402963,   1.04032, -0.619855,   0.86163, -0.185189, -0.158897,   -1.1337,-0.0758666,  0.549208,   -0.0171, -0.215261,  0.201502
RF03074#URS0000D67138_1123237/1-93#subopt0,   5.48267,   1.05224, -0.685251, -0.103533,-0.0929206,  -1.19168, -0.895183, -0.370484,  0.780373, -0.411595, -0.244207, -0.643344, -0.314345, -0.752075, -0.644652,  0.686356, -0.257514,   0.56493,  0.409641
RF03074#URS0000D67138_1123237/1-93#subopt1,  5.98493, 0.806193,-0.360806,-0.801974,-0.251788,  -1.1808,  -1.1047,-0.338092, 0.318929,-0.265984,-0.408807,-0.470461,-0.175119,-0.757567,-0.586281, 0.932972,0.0756051,  1.05914, 0.251467
RF03074#URS0000D67138_1123237/1-93#subopt2,   4.7895,  1.62492,  0.25435,-0.212024,  0.26519,-0.746601, -1.28848,-0.439945,  1.43545,-0.488612, 0.248931, 0.158378,-0.806952,-0.378144,-0.919151, 0.136253,  0.20251, 0.775966, 0.442072
RF03074#URS0000D67138_1123237/1-93#subopt3,   5.44968,   1.05954, -0.587613,-0.0013385,-0.0180119,  -1.02512,  -1.15151, -0.795769,   1.19831, -0.288653,  -0.20765, -0.113792, -0.962196, -0.337283, -0.829622,  0.713708, -0.060284,   0.88999,  0.449614
RF03074#URS0000D67138_1123237/1-93#subopt4,   5.92821,  0.743263,  -1.08677,  0.315165, 0.0843012,  -1.13045,  -1.10076, -0.622464,   1.22977,  -0.30607, 0.0897119, 0.0667865,  -1.44547,-0.0384218, -0.549597,   0.82459,-0.0156748,   1.28236,   1.05384
RF00169#FRCM01000001.1/631866-631768#subopt0,  6.04605, -1.49867, -0.91229, -2.10611,  1.19901,  1.05578,-0.536896,  0.74782,-0.288812,  1.52962, 0.414941, 0.521147, 0.246402,-0.922967,-0.445597,-0.206911, 0.614699,  1.21372,-0.805024
