 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11
RF02035#CP020778.1/1338870-1339010#subopt0,      6.982,0.000351277,     1.0205,    1.14104,   0.782193,   0.278691,  -0.955463,    1.47954,   0.484161,  -0.257911, -0.0853961
RF02035#CP020778.1/1338870-1339010#subopt1,  6.94626,0.0593987,  1.01966,   1.1522, 0.829625, 0.275468,-0.561201,  1.51049, 0.638059,-0.276564,-0.245928
RF02035#CP020778.1/1338870-1339010#subopt2,  6.90559,0.0867889,  1.19796,  1.20747, 0.810853,  0.27533,-0.578852,  1.72097,0.0553886,-0.128185,-0.715844
RF02035#NHLW01000073.1/8554-8694#subopt0,  7.79151,  -1.3085,  1.13102,  0.35411,  1.32854,  1.24566, 0.345533, 0.105661,  1.38238,-0.134572,   1.2611
RF02035#NHLW01000073.1/8554-8694#subopt1,  7.87196, -1.20818,  1.24606, 0.457752,  1.46635,  1.20232,  0.32452, 0.483942, 0.748944,0.0873667, 0.672085
RF02035#NHLW01000073.1/8554-8694#subopt2,  7.73285,  -1.5578,  1.71317,-0.652842,  1.39084,  1.19561, 0.486798,  0.32636,  1.34881,  -0.1373,  1.18716
RF02035#LHBX01000012.1/906-766#subopt0,  7.38844,-0.432568,  1.49695, 0.917887, 0.476613,0.0257359, -1.09377,  1.42998, 0.158908,-0.468653, 0.573997
RF02035#LHBX01000012.1/906-766#subopt1,    7.4601, -0.547804,   1.38001,  0.945167,  0.576449,-0.0388021, -0.726514,   1.52527,  0.311475,  -0.38987,  0.360745
RF02035#LHBX01000012.1/906-766#subopt2,   7.41464, -0.483285,   1.51515,    1.0153,  0.447895, 0.0505531,  -0.80447,   1.69835,-0.0332121,  -0.22778, -0.327167
RF02035#JMFQ01072660.1/60993-60873#subopt0,  6.28033, -1.42929,-0.295183,-0.305153,-0.623102,  0.64924,-0.261604, -1.25447, 0.477704,  1.08002,-0.451712
RF02035#JMFQ01072660.1/60993-60873#subopt1,  6.73455, -1.51358,-0.362478, 0.590417,-0.514173, 0.656167, 0.116908, -1.26113, 0.752788, 0.526582, -1.01706
RF02035#JMFQ01072660.1/60993-60873#subopt2,  6.40351, -1.37828,-0.327646,-0.309566,-0.207682, 0.949509,-0.091363, -1.26373, 0.561948, 0.325853, -0.91018
RF02035#CM002816.1/184096262-184096115#subopt0,  5.62771,  1.75073,-0.973736, -1.14358,  1.27515,  1.22005,  1.32487,-0.137842,0.0509141,-0.226035,-0.330886
RF02035#CM002816.1/184096262-184096115#subopt1,  5.78464,  1.77182,-0.945723,-0.884178, 0.987079, 0.560429,  1.08519, 0.455753,0.0530203,-0.330854,  -0.1232
RF02035#CM002816.1/184096262-184096115#subopt2,   6.83102,  0.466224, -0.723193,-0.0791959,   1.30684,  0.991519,  0.150891, -0.719478,  0.428845, -0.437981,   1.28735
RF03069#URS0000D67941_12908/1-181#subopt0,  7.93033, 0.784558, 0.852628,  1.72701,   1.5313,-0.522765, -1.06576,-0.160118, 0.719525,-0.789239,-0.851136
RF03069#URS0000D67941_12908/1-181#subopt1,  7.89227,-0.162017,-0.911301,  2.48495,  1.05783,-0.174289, -1.48382,-0.550973,0.0883358,-0.839037,-0.994811
RF03069#URS0000D67941_12908/1-181#subopt2,  7.70505,0.0320226, -1.10591,  1.78265,  1.11621, 0.099989, -1.66729,-0.141431,0.0449574,  -1.0204,-0.996988
RF03069#URS0000D6AAEC_12908/1-181#subopt0,    7.823,  0.86842,-0.143256,  2.87691,  1.19395,-0.637093,-0.529232,-0.378166, 0.436326,-0.796711,-0.581379
RF03069#URS0000D6AAEC_12908/1-181#subopt1,  7.54402,  1.09308,-0.228261,   2.1053,  1.05801,-0.239007,-0.645577, 0.126543, 0.209129, -1.30149,-0.637282
RF03069#URS0000D6AAEC_12908/1-181#subopt2,  8.16251, 0.558133,  0.16649,  1.85075, 0.989377,0.0162157,-0.301627, 0.477007,0.0278152,-0.860609,-0.400035
RF03069#URS0000D6CA86_12908/1-179#subopt0,   8.34093, -0.210821, -0.628786,   2.12228,  0.503124,0.00239684,   1.36522,   1.46285,  0.550361, -0.506478,  -1.32881
RF03069#URS0000D6CA86_12908/1-179#subopt1,   8.07026,  -1.09497,  -1.41933,   1.67161,-0.0368582,  0.304802,  0.695268,  0.881426,  0.410885, -0.639628,  -1.64108
RF03069#URS0000D6CA86_12908/1-179#subopt2,  8.18056, -1.40734,-0.936471,  1.10538,-0.106599, 0.150076, 0.427417,  1.74958, 0.608737,-0.423944, -1.21024
RF03069#URS0000D68963_12908/1-179#subopt0,  7.98515, 0.298071,-0.734774,  1.98469,-0.911684, -1.49262,  1.08083,  3.09867, 0.924335,-0.668851,-0.793911
RF03069#URS0000D68963_12908/1-179#subopt1,  7.95164, 0.245632,-0.531547,  2.09482,-0.784634, -1.01003, 0.701571,  3.20089, 0.684356,-0.467918, -1.27762
RF03069#URS0000D68963_12908/1-179#subopt2,  8.36399,0.0328186, -1.12504,  2.31494,-0.858607, -1.10619,  1.34954,  2.23333, 0.371232,-0.633265,-0.647047
RF03069#URS0000D68963_1262911/1-179#subopt0,  7.98515, 0.298071,-0.734774,  1.98469,-0.911684, -1.49262,  1.08083,  3.09867, 0.924335,-0.668851,-0.793911
RF03069#URS0000D68963_1262911/1-179#subopt1,  7.95164, 0.245632,-0.531547,  2.09482,-0.784634, -1.01003, 0.701571,  3.20089, 0.684356,-0.467918, -1.27762
RF03069#URS0000D68963_1262911/1-179#subopt2,  8.36399,0.0328186, -1.12504,  2.31494,-0.858607, -1.10619,  1.34954,  2.23333, 0.371232,-0.633265,-0.647047
RF02969#JYHN01000092.1/137006-137114#subopt0,  4.96444,  2.62783, -1.81894, 0.184695,  1.16347, 0.613216,-0.215327,  1.21245,-0.582205,-0.599719,-0.473475
RF02969#JYHN01000092.1/137006-137114#subopt1,   4.94652,   2.55137,  -1.72519,0.00652687,    1.4542, -0.148098,  0.294425,   -0.2099,  -0.10607, -0.782419, -0.502813
RF02969#JYHN01000092.1/137006-137114#subopt2,  4.96812,   2.4682, -1.94244, 0.164039,  1.62015, 0.544666, 0.123207, 0.714354,-0.255226,  -0.9339,  0.15086
RF02969#URS0000D6A288_12908/1-113#subopt0,  6.09637,-0.241204,-0.791747, 0.787198, 0.452383, 0.530015,-0.793286, 0.594155, -1.67062,-0.328919, 0.658291
RF02969#URS0000D6A288_12908/1-113#subopt1,  6.15689,-0.201104,-0.856863, 0.846053,-0.159325, 0.107852,-0.658157, 0.915014, -1.82786,-0.168753, 0.350938
RF02969#URS0000D6A288_12908/1-113#subopt2,   5.3354, 0.509666, -1.25625,  1.07809, 0.340147,  1.17671, -1.39996,  1.54864, -1.46057,-0.251446,-0.540309
RF02969#URS0000D6BA7E_997894/1-109#subopt0,   5.19495,   1.41615, -0.205613,   1.62834,  0.637577,  0.773884, -0.281051,   1.84305, -0.785036, -0.218222,-0.0404119
RF02969#URS0000D6BA7E_997894/1-109#subopt1,    5.2264,   1.28753,-0.0646823,   1.49725,    1.0137,  0.113522,  0.030629,  0.483473, -0.289281, -0.252757,-0.0198846
RF02969#URS0000D6BA7E_997894/1-109#subopt2,  5.19863,  1.25652,-0.329114,  1.60767,  1.09425, 0.705335,0.0574777,  1.34495,-0.458057,-0.552405, 0.583922
RF02969#URS0000D67FD8_12908/1-119#subopt0,  6.29718,-0.275315,-0.445785, 0.605549, -0.10843, 0.115923, -1.15162, 0.684377,-0.609977,-0.272983,-0.181337
RF02969#URS0000D67FD8_12908/1-119#subopt1,   6.34071,  -0.29409, -0.613176,   0.31309,  0.198296,   0.68179, -0.827691,  0.337647, -0.956921,-0.0669693, -0.299177
RF02969#URS0000D67FD8_12908/1-119#subopt2,  5.94894, 0.374451, 0.700724,  1.43861, 0.633773,  0.13215,-0.230916,  1.16268,-0.237517,-0.318961,-0.273215
RF02969#URS0000D68211_566550/1-202#subopt0,  7.36001, 0.894358, -1.03328, 0.254247,    1.142,   0.8207, 0.216254, 0.748458,-0.377091,-0.282722,  1.33957
RF02969#URS0000D68211_566550/1-202#subopt1,  7.40179, 0.991814, -1.05516, 0.302213, 0.678241, 0.509742,  0.32679,  1.02581,-0.703458,-0.192532,  1.00792
RF02969#URS0000D68211_566550/1-202#subopt2,  7.36886,   1.0635,-0.870164, 0.256945, 0.659093, 0.905083,-0.146813,  1.24603, -0.71276,0.0709873, 0.627437
RF03012#URS0000D67564_12908/1-53#subopt0,   4.56589,  -1.09393,  0.560718,   1.09941,  -1.46757,  0.816437,  0.518714,  -1.42945,-0.0918323, -0.517066, -0.213344
RF03012#URS0000D67564_12908/1-53#subopt1,   5.00994,  -1.18753,  0.304997,   1.60161,   -1.2761,   0.95274,  0.702922,   -1.6011, -0.159796,   -1.0705,-0.0723991
RF03012#URS0000D67564_12908/1-53#subopt2,   3.26525,-0.0330378,  0.262944,  0.386662,  -1.71896,  0.124102,  0.185745, -0.151036,  0.287715, -0.119061,  0.923923
RF03012#URS0000D68259_12908/1-53#subopt0,   3.26525,-0.0330378,  0.262944,  0.386662,  -1.71896,  0.124102,  0.185745, -0.151036,  0.287715, -0.119061,  0.923923
RF03012#URS0000D68259_12908/1-53#subopt1,  3.22005, -0.10529, 0.315031, 0.592758,   -1.521,0.0184191, 0.635452,-0.213733, 0.125506, -0.32642, 0.558848
RF03012#URS0000D68259_12908/1-53#subopt2,  2.87651,  1.24514, -1.22844, -1.13306,-0.392567,-0.252849,-0.413711,-0.163689, 0.222463, -1.14569, 0.319395
RF03012#URS0000D6CA07_12908/1-53#subopt0,    4.1005,  0.869373,   2.22245, -0.975674,  0.583668, -0.669462, -0.892164, -0.869569,  0.859488,-0.0692471,  0.242065
RF03012#URS0000D6CA07_12908/1-53#subopt1,   4.05094,   0.80188,   2.29672, -0.800978,  0.806048, -0.706484, -0.496755, -0.980603,  0.687233, -0.263106,-0.0734683
RF03012#URS0000D6CA07_12908/1-53#subopt2,  3.56308,  1.43745,  1.58041,-0.599434, 0.598641,-0.168339,-0.857641,-0.335507, 0.930527, 0.213672,  0.10714
RF03012#URS0000D6AD3E_12908/1-53#subopt0,  4.16812, 0.956346,  2.09773,-0.624141, 0.877838,-0.401891,0.0868155,-0.455977, 0.807387,-0.818459,-0.033692
RF03012#URS0000D6AD3E_12908/1-53#subopt1,  4.23222,  1.01982,  2.04758, -0.85122,  0.52538,-0.188379,-0.180065,-0.304847,  1.34255, 0.358185,-0.174893
RF03012#URS0000D6AD3E_12908/1-53#subopt2,  4.18266,  0.95556,  2.11646,-0.669926, 0.754266, -0.22732, 0.205518,-0.399516,  1.18094, 0.132204, -0.52348
RF03012#URS0000D6924D_12908/1-53#subopt0,   4.7849, -1.58747,   2.3451, -1.41903, 0.345136, 0.375838,-0.499553, -1.07029,-0.171228,-0.641149,-0.193215
RF03012#URS0000D6924D_12908/1-53#subopt1,  4.82411, -1.57741,   2.3929,  -1.3752, 0.301856, 0.547926,-0.601561, -1.09856,  0.13788, -0.85459,-0.711432
RF03012#URS0000D6924D_12908/1-53#subopt2,     4.3714,   -1.43903,    2.43362,   -1.10662, -0.0180456,  -0.329689,   -1.34498,  -0.749711,-0.00670282,  -0.310782,   0.447768
RF03086#MERK01000111.1/15947-15994#subopt0,   2.67715,   2.51754,   0.17733, -0.463761,  0.351001,  0.644857,  0.858035, -0.108246, -0.667961,-0.0128387, -0.049887
RF03086#URS0000D6C6FD_12908/1-48#subopt0,  3.64091,  1.50135, 0.718524,-0.790704, 0.210441, 0.930277, 0.565572, 0.386591,   1.0266, 0.324714, 0.316931
RF03086#URS0000D6C6FD_12908/1-48#subopt1,  3.52803,  1.54627, 0.668944, -1.06488, 0.357268, 0.999362,  1.29448,-0.471973, 0.996221,0.0785406,-0.647666
RF03086#URS0000D6C6FD_12908/1-48#subopt2,   2.67715,   2.51754,   0.17733, -0.463761,  0.351001,  0.644857,  0.858035, -0.108246, -0.667961,-0.0128387, -0.049887
RF03086#MERH01000121.1/1152-1105#subopt0,   2.67715,   2.51754,   0.17733, -0.463761,  0.351001,  0.644857,  0.858035, -0.108246, -0.667961,-0.0128387, -0.049887
RF03086#MERH01000121.1/1152-1105#subopt1,     2.5772,    2.27216,  -0.156867,  -0.699441,   0.429677,   0.841649,   0.945324,  -0.495167,   0.255635,  -0.046457,-0.00943612
RF03086#URS0000D6831A_12908/1-48#subopt0,   2.5697,  2.36682, 0.263544,-0.321221, 0.230464, 0.152201, 0.663546,-0.306085,-0.600235, 0.422769,0.0568424
RF03086#URS0000D6831A_12908/1-48#subopt1,  3.55076,  1.85456,  1.28595, -0.79741, 0.476067,-0.612741, 0.670582, -0.82297, -0.69892, 0.606881, 0.294682
RF03086#URS0000D6831A_12908/1-48#subopt2,   3.7191,   1.7637,  1.18319,-0.699028, 0.492852,-0.160022, 0.807115,-0.453519,-0.126605,-0.560231,-0.673312
RF03086#FSRD01000001.1/6859891-6859939#subopt0,   2.63052,   2.30672, -0.036348, -0.633084,   0.24246,  0.884457,   1.00517, -0.502724,-0.0788571, 0.0357705,  0.207125
RF03086#FSRD01000001.1/6859891-6859939#subopt1,   2.66398,   2.46081,  0.160669, -0.385424,   0.36327,   0.62076,  0.864572,-0.0767591, -0.546561,-0.0133429,-0.0316999
RF03086#FSRD01000001.1/6859891-6859939#subopt2,  3.37896,  2.41037,-0.119304, 0.497588, 0.354632, 0.193983, 0.732579,-0.589294, -0.90488,0.0184241, 0.120632
RF03032#URS0000D6BDAD_12908/1-71#subopt0,  3.94678,   2.6639, -0.75177, -1.17681,  0.25423,-0.451503,-0.112785,-0.211609, 0.820772, -0.62884,  1.22582
RF03032#URS0000D6BDAD_12908/1-71#subopt1,  3.94081,  2.65299,-0.766042, -1.15201, 0.257051,-0.393664,-0.148992,-0.242532, 0.887064, -0.56228,  1.22524
RF03032#URS0000D6BDAD_12908/1-71#subopt2,   4.17554,   1.68074,    0.4789,  -1.29885,0.00745879,  -1.03885, 0.0578459, -0.164759,  0.387851,  -0.77896,   1.61956
RF03032#URS0000D6BDAD_1125977/1-71#subopt0,  3.94678,   2.6639, -0.75177, -1.17681,  0.25423,-0.451503,-0.112785,-0.211609, 0.820772, -0.62884,  1.22582
RF03032#URS0000D6BDAD_1125977/1-71#subopt1,  3.94081,  2.65299,-0.766042, -1.15201, 0.257051,-0.393664,-0.148992,-0.242532, 0.887064, -0.56228,  1.22524
RF03032#URS0000D6BDAD_1125977/1-71#subopt2,   4.17554,   1.68074,    0.4789,  -1.29885,0.00745879,  -1.03885, 0.0578459, -0.164759,  0.387851,  -0.77896,   1.61956
RF03032#URS0000D6B2A9_12908/1-71#subopt0,  4.34112,  1.68694, 0.754494,-0.955302, 0.973098,-0.141465,-0.698659,  0.15346,  1.21192, -0.48724, 0.667868
RF03032#URS0000D678D1_463794/1-71#subopt0,  3.94678,   2.6639, -0.75177, -1.17681,  0.25423,-0.451503,-0.112785,-0.211609, 0.820772, -0.62884,  1.22582
RF03032#URS0000D678D1_463794/1-71#subopt1,   3.94387,   2.61911, -0.780988,  -1.18634,  0.259761, -0.416718,-0.0863507, -0.280075,  0.838263, -0.565242,   1.22719
RF03032#URS0000D678D1_463794/1-71#subopt2,   4.17554,   1.68074,    0.4789,  -1.29885,0.00745879,  -1.03885, 0.0578459, -0.164759,  0.387851,  -0.77896,   1.61956
RF03032#URS0000D678D1_12908/1-71#subopt0,  3.94678,   2.6639, -0.75177, -1.17681,  0.25423,-0.451503,-0.112785,-0.211609, 0.820772, -0.62884,  1.22582
RF03032#URS0000D678D1_12908/1-71#subopt1,   3.94387,   2.61911, -0.780988,  -1.18634,  0.259761, -0.416718,-0.0863507, -0.280075,  0.838263, -0.565242,   1.22719
RF03032#URS0000D678D1_12908/1-71#subopt2,   4.17554,   1.68074,    0.4789,  -1.29885,0.00745879,  -1.03885, 0.0578459, -0.164759,  0.387851,  -0.77896,   1.61956
RF01419#HQ693844.1/60190-60376#subopt0,  8.59561, -1.29003,  1.01902,-0.454786, 0.263004,  1.18853,   -1.064,-0.273769, 0.438279, 0.276932,  -0.1141
RF01419#HQ693844.1/60190-60376#subopt1,  9.07945, -1.40591, 0.639113, 0.284451, 0.344532,  1.00119,-0.875011,-0.452818, 0.248858,-0.372802,-0.117684
RF01419#HQ693844.1/60190-60376#subopt2,  9.37062, -1.84006,   0.3698,  1.23764, 0.777225,   1.5209,-0.458562,-0.546182, 0.830989, 0.493257,-0.434296
RF01419#FAOM01272920.1/38332-38161#subopt0,   6.47894, -0.621057,  -1.50831,-0.0450764,-0.0784424,  0.304869,   0.14162, 0.0460779, -0.166155, -0.575037,-0.0158237
RF01419#FAOM01272920.1/38332-38161#subopt1,     6.659, -0.705627,  -1.68548,  0.625947, -0.442444,0.00775347, -0.241131, -0.341833,    -0.142, -0.193497,  0.235038
RF01419#FAOM01272920.1/38332-38161#subopt2,    6.7493, -0.581982,   -1.7437,   0.61841, -0.427486,  0.443853,-0.0626893, 0.0148414,-0.0884553, -0.668502,  0.224567
RF01419#KQ976354.1/3187357-3187534#subopt0,  8.65735,-0.619364, 0.274329,0.0315822,  1.49625,  0.77898, -1.28065, 0.645433,  1.19805, 0.193191, -1.60876
RF01419#KQ976354.1/3187357-3187534#subopt1,  8.18227,-0.383486, 0.436071, -1.18849,  1.66214,  1.20479, -1.36654, 0.634316, 0.881288, 0.138511, -1.38874
RF01419#KQ976354.1/3187357-3187534#subopt2,   8.5354,-0.773902, 0.959395, -1.23213,  1.68372, 0.857327, -1.27618, 0.428464, 0.855015, 0.251806, -1.23072
RF01419#CM003252.1/11445650-11445464#subopt0,   7.01763, 0.0521776,   1.14577, -0.327256,  0.943292,  0.192983, -0.926501,   0.65427, -0.287438,   1.89007,-0.0870825
RF01419#CM003252.1/11445650-11445464#subopt1,   6.98152,-0.0208921,   1.79624, -0.584851,   0.67496, -0.263996,  -1.69925,   1.04279, -0.236002,   1.43174,  0.586433
RF01419#CM003252.1/11445650-11445464#subopt2,    6.73594, -0.0580849,    2.41525,   -1.74589,   0.747209,  -0.496057,   -1.46662,    1.44023,-0.00950833,    1.33872,   0.350522
RF01419#MRCE01000049.1/43499-43676#subopt0,   8.26833,  -2.41238,   0.67181,   1.76527, -0.232428, -0.621877,  -1.65055,-0.0635656,  0.199099,  0.117276, -0.531438
RF01419#MRCE01000049.1/43499-43676#subopt1,  8.25802, -2.36608, 0.618724,  1.73277,-0.591138,-0.984174, -1.37644,-0.237895, 0.344631,-0.119034,-0.692948
RF01419#MRCE01000049.1/43499-43676#subopt2,  8.09792, -2.64461,   1.5305, 0.319276,-0.214924,-0.950282, -1.25758, 0.404582, 0.349889, 0.145763, -1.04738
RF03087#URS0000D69BFB_12908/1-608#subopt0,  14.2047, -4.23893, -2.48034,-0.864363,  3.58192,-0.664416,  1.11264,-0.522821,-0.998343,  1.18571, 0.410619
RF03087#URS0000D69BFB_12908/1-608#subopt1,  14.1937, -4.24376, -2.55743,-0.973133,  3.29097,-0.700876,  1.14733,-0.706737,-0.631805,  1.16509, 0.500747
RF03087#URS0000D69BFB_12908/1-608#subopt2,  14.2386, -4.42291,  -2.4474, -1.15871,  3.68848,-0.954411,  1.22614,-0.716171,  -1.0648,   1.1914, 0.754364
RF03087#URS0000D6603A_12908/1-599#subopt0,  13.8352, -4.09478, -3.33286,-0.251605,  1.26629, -3.50113,  1.07439, 0.529706,-0.758081,-0.430493, 0.771218
RF03087#URS0000D6603A_12908/1-599#subopt1,  13.8721, -4.12322, -3.26948,-0.204408,  1.43896,  -3.3352, 0.878398, 0.609499,-0.789266,-0.384482, 0.776519
RF03087#URS0000D6603A_12908/1-599#subopt2,  13.9143, -4.41544, -3.30771,-0.412794,   1.3236, -3.23356,  1.00748, 0.632111,-0.679863,-0.456613, 0.952642
RF03087#URS0000D6C17C_12908/1-599#subopt0,   14.1129,  -4.42947,  -2.84653,  0.867683,   1.48819,  -2.94419,  0.612968,-0.0346857, -0.891403,  -1.48773,   1.14568
RF03087#URS0000D6C17C_12908/1-599#subopt1,  14.0804, -4.35817, -2.84788, 0.718703,  1.50397, -2.86616, 0.874573, -0.20562,-0.832144, -1.52319, 0.804307
RF03087#URS0000D6C17C_12908/1-599#subopt2,  14.1264, -4.25132, -2.75171, 0.203054,  1.58951, -3.17843, 0.624853,0.0159393,-0.569655,   -1.096,  1.20257
RF03087#URS0000D65F47_12908/1-599#subopt0,  13.8352, -4.09478, -3.33286,-0.251605,  1.26629, -3.50113,  1.07439, 0.529706,-0.758081,-0.430493, 0.771218
RF03087#URS0000D65F47_12908/1-599#subopt1,  13.8721, -4.12322, -3.26948,-0.204408,  1.43896,  -3.3352, 0.878398, 0.609499,-0.789266,-0.384482, 0.776519
RF03087#URS0000D65F47_12908/1-599#subopt2,  13.9143, -4.41544, -3.30771,-0.412794,   1.3236, -3.23356,  1.00748, 0.632111,-0.679863,-0.456613, 0.952642
RF03087#URS0000D6A4DA_12908/1-608#subopt0,  14.1039, -4.49118, -1.81744, -1.60781,  3.87414,-0.451027, 0.960065,-0.547347,-0.572779,  1.39131, 0.824144
RF03087#URS0000D6A4DA_12908/1-608#subopt1,  14.0873, -4.50227, -1.89976, -1.72444,  3.57538,-0.476371, 0.997041,-0.752146,-0.178249,  1.36709, 0.928075
RF03087#URS0000D6A4DA_12908/1-608#subopt2,  13.9289, -4.29162, -2.07594, -1.56376,  3.79394,-0.460941,   1.0227,-0.464213,-0.642207,  1.57267,  1.07122
RF01734#ALXI01000102.1/18602-18543#subopt0,  3.60784,0.0127136, 0.350854,  1.35836,-0.552706, 0.940649,-0.102675, 0.175169,-0.703196, 0.217254,-0.566717
RF01734#ALXI01000102.1/18602-18543#subopt1,    3.101, 0.777082,-0.333036,  1.72811,-0.191551, 0.657312,-0.794157, 0.139837,-0.922737, 0.400144,-0.217116
RF01734#ALXI01000102.1/18602-18543#subopt2,   3.10571,  0.574264,  -0.57481,   1.34101,-0.0823071,   1.21523, -0.630664, -0.256149, -0.673476,  0.254666, -0.122311
RF01734#KB944507.1/1472202-1472268#subopt0,  4.53068, 0.751899,  1.71227,-0.875212,-0.032567, 0.286844, 0.122466, 0.636489,   1.0879,-0.528031,  0.47642
RF01734#KB944507.1/1472202-1472268#subopt1,   4.45337,  0.889234,   1.62127, -0.832017, 0.0187179,  0.526374,-0.0201516,   1.13218,  0.923251, -0.143419,   1.13884
RF01734#KB944507.1/1472202-1472268#subopt2,  4.40809, 0.998451,  1.73608,-0.545416,  0.24826, 0.387381,-0.177109,  1.65666, 0.744092, 0.133175, 0.333037
RF01734#MGOG01000202.1/8032-8093#subopt0,    4.87408,    0.26038,    1.06082, -0.0969908,0.000976837,   0.567307,   0.400235,   -0.71938,   0.658719,    1.14853,   0.829366
RF01734#MGOG01000202.1/8032-8093#subopt1,   4.97203,  0.459585,   1.40387,  0.101577,  0.790129,   1.35534,  0.223327, -0.695564,   1.03866,   1.33827,-0.0215883
RF01734#MGOG01000202.1/8032-8093#subopt2, 4.10786, 1.10023, 1.35879,-1.08427,0.696925, 1.17171,0.910706,0.143095,0.989839, 1.73153,0.301161
RF01734#FUZT01000010.1/96793-96866#subopt0,  3.91298, 0.464121,-0.595686, -1.29774,-0.229268, 0.731405,-0.684976,  1.06126, 0.111172, -0.41349,-0.196967
RF01734#FUZT01000010.1/96793-96866#subopt1,      4.5544,     0.17734,   -0.819493,   -0.102992,   -0.233446,    0.788822,   -0.782177,    0.485251,-0.000990407,   -0.505947,    0.125545
RF01734#FUZT01000010.1/96793-96866#subopt2,     5.01619,    0.854474,     1.67796,    0.824807,    0.400477,-0.000651024,   -0.425201,   -0.322686,    0.237085,    -0.54512,  -0.0792899
RF01734#MKWG01000037.1/377216-377147#subopt0,  3.87493,  2.23341, -1.04252, -1.41658, 0.701569, 0.409915, 0.394967, -0.67731, 0.632926,-0.199316,-0.147369
RF01734#MKWG01000037.1/377216-377147#subopt1,  3.81127,  1.70164,-0.441618,  1.22486,-0.304618, 0.134012, 0.394064,-0.855519,  0.63914, 0.187616,0.0834647
RF01734#MKWG01000037.1/377216-377147#subopt2,  3.84527,  2.31139,-0.918249, -1.31858,  1.30635,   1.3571, -0.31822,-0.215864, 0.132424, 0.414598, 0.518615
RF03057#JTDN01000001.1/2084804-2084864#subopt0,  4.47525,  1.88055,-0.356934,  2.65919,-0.180216,-0.486519,-0.316784,-0.667172,-0.602775, 0.255119,-0.195799
RF03057#JTDN01000001.1/2084804-2084864#subopt1,  4.37329,  1.88291,-0.162762,  2.65223,   0.3558,0.0234632, -0.51761,-0.753325, -0.69656, 0.390914,-0.409463
RF03057#JTDN01000001.1/2084804-2084864#subopt2,   3.9436,   1.8352,-0.393291,  2.10031,-0.135522, -1.06396,0.0845652,-0.764768,-0.291163,  0.13233,-0.369844
RF03057#LMKV01000001.1/47195-47140#subopt0,  4.30773,  1.33986, 0.520899, 0.530939, 0.429843,-0.655782, 0.778907,  -1.4015,-0.324001, 0.573511,-0.870094
RF03057#LMKV01000001.1/47195-47140#subopt1,  4.41346,  1.35664, 0.536078, 0.756931,0.0531615, -1.05489, 0.528083,  -1.0316,0.0590662, 0.369027,-0.660848
RF03057#LMKV01000001.1/47195-47140#subopt2,   3.5517,  1.67493, 0.759141, -1.02904,  0.59401,-0.614538, 0.874418, -1.14795, 0.338228, 0.812004,   0.6656
RF03057#URS0000D67145_438753/1-56#subopt0,  4.03206,  2.02511,-0.102145,  2.16087, 0.702958,-0.542843,-0.309909,-0.722156,-0.876969, 0.773212,-0.649633
RF03057#URS0000D67145_438753/1-56#subopt1,    3.93079,    2.15802, -0.0414032,    2.12565,   0.383023,  -0.798929,-0.00344457,   -1.09432,  -0.666968,   0.384758,   -1.23208
RF03057#URS0000D67145_438753/1-56#subopt2,   3.45542,   2.32071,0.00883826,   1.12521,  0.781197, -0.423187, -0.171306,  -0.36495, -0.478361,   1.01002,   0.66648
RF03057#AP009384.1/1486639-1486584#subopt0,  4.03206,  2.02511,-0.102145,  2.16087, 0.702958,-0.542843,-0.309909,-0.722156,-0.876969, 0.773212,-0.649633
RF03057#AP009384.1/1486639-1486584#subopt1,    3.93079,    2.15802, -0.0414032,    2.12565,   0.383023,  -0.798929,-0.00344457,   -1.09432,  -0.666968,   0.384758,   -1.23208
RF03057#AP009384.1/1486639-1486584#subopt2,   3.45542,   2.32071,0.00883826,   1.12521,  0.781197, -0.423187, -0.171306,  -0.36495, -0.478361,   1.01002,   0.66648
RF03057#FLRC01000030.1/11604-11549#subopt0,     3.33342,     2.01746,   0.0387861,     1.26628,   0.0311274,   -0.723771,-0.000974753,   -0.638487,   -0.370456,    0.258526,   -0.746224
RF03057#FLRC01000030.1/11604-11549#subopt1,  3.29264,   2.0067,0.0909873,  1.31811, 0.299378,-0.630362, 0.167269, -0.85291,-0.389711, 0.150175,-0.595736
RF03057#FLRC01000030.1/11604-11549#subopt2,  2.50071,  2.35515, 0.306766,-0.295172, 0.161014,-0.610588, 0.090711,-0.355185, 0.270156,  0.52169, 0.762754
RF02925#URS0000D678AE_12908/1-52#subopt0,  3.36875,  2.25835,-0.165719, -0.52497,  1.24077, 0.226808,-0.449124,0.0774638, 0.883238,-0.881156, 0.287553
RF02925#URS0000D678AE_12908/1-52#subopt1,   3.56375,   1.63181,   1.15209, -0.477926,  0.871136,-0.0391892,  0.323928,-0.0102004,   1.39344,  0.407356,   0.50615
RF02925#URS0000D678AE_12908/1-52#subopt2,  3.50961,  1.68835,    1.093,-0.466668, 0.952789, 0.149372, 0.145902, 0.378338,  1.21342, 0.782039,  1.05654
RF02925#URS0000D6C076_12908/1-53#subopt0,  2.51246,  2.30769, 0.361127,-0.306074, 0.160142,-0.375452,   0.1344,-0.270688, 0.743513, 0.287205,  1.17527
