 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13,snm_14,snm_15,snm_16,snm_17,snm_18
RF03087#URS0000D6603A_12908/1-599#subopt2,  14.0077,  4.83554,   3.4378,-0.842902, -1.59575, -3.27701,  1.17723,  1.09819, -1.11932,  1.53344, 0.931585,  2.24398,-0.839384, 0.562428, 0.509122,  0.95523,-0.498481,-0.381961
RF03087#URS0000D6603A_12908/1-599#subopt3,  14.0349,     4.86,  3.38636,-0.798871, -1.74565, -3.14004,  1.00938,  1.12308, -1.14465,  1.50351,   1.0024,  2.28646,-0.716408, 0.549389, 0.498639, 0.902801,-0.457302,-0.391133
RF03087#URS0000D6C17C_12908/1-599#subopt0,   14.1949,   4.77854,   2.95473,  0.548161,  -1.70601,  -3.08803,  0.774134,  0.584862,  -1.20224,   2.11035, 0.0108828,   1.09145, -0.177785, 0.0970328,-0.0111084,   1.56214, -0.577689, -0.769489
RF03087#URS0000D6C17C_12908/1-599#subopt1,  14.1642,  4.69906,  2.94138, 0.402227, -1.69033, -2.99072,  1.02474, 0.389125, -1.17225,  1.89566,-0.279798,  1.09518,-0.153549,-0.148341,0.0593401,  1.57099,-0.653658,-0.672489
RF03087#URS0000D6C17C_12908/1-599#subopt2,  14.2185,  4.58315,  2.87294,-0.119841, -1.77325, -3.33492,  0.76348, 0.537966,-0.872989,  1.98793,  0.28905,  1.19447,-0.330191, 0.380426, 0.208938,  1.54217,-0.277606,-0.957624
RF03087#URS0000D6C17C_12908/1-599#subopt3,    14.1944,    4.67815,    2.89038,  -0.068205,    -1.5089,   -3.35398,   0.801979,    0.82806,  -0.932386,    2.00621,   0.304765,    1.56718,  -0.183916,-0.00497119, -0.0550498,    1.73146,  -0.478539,  -0.993728
RF03087#URS0000D65F47_12908/1-599#subopt0,  13.9212,  4.48788,  3.47903,-0.670294, -1.51275, -3.51601,  1.20313,  1.03496, -1.20113,  1.36938, 0.772396,  2.20424,-0.709724, 0.326493, 0.674959,  1.13791,-0.636963,-0.329273
RF03087#URS0000D65F47_12908/1-599#subopt1,  13.9588,  4.51884,   3.4255,-0.619022, -1.67934, -3.36028,  1.01094,  1.06794, -1.22122,  1.34025, 0.862269,  2.25561,-0.582401, 0.317985,  0.66157,  1.08667,-0.589975,-0.343648
RF03087#URS0000D65F47_12908/1-599#subopt2,  14.0077,  4.83554,   3.4378,-0.842902, -1.59575, -3.27701,  1.17723,  1.09819, -1.11932,  1.53344, 0.931585,  2.24398,-0.839384, 0.562428, 0.509122,  0.95523,-0.498481,-0.381961
RF03087#URS0000D65F47_12908/1-599#subopt3,  14.0349,     4.86,  3.38636,-0.798871, -1.74565, -3.14004,  1.00938,  1.12308, -1.14465,  1.50351,   1.0024,  2.28646,-0.716408, 0.549389, 0.498639, 0.902801,-0.457302,-0.391133
RF03087#URS0000D6A4DA_12908/1-608#subopt0,   14.1736,   4.70898,   1.78452,  -1.94985,  -3.87474, -0.434792,  0.546365,  -1.66307,  -0.49715, -0.956705,   0.83448,  -2.52402,  0.670522,  -2.16148,-0.0608147,  -2.08395, -0.323231,  -1.67594
RF03087#URS0000D6A4DA_12908/1-608#subopt1,  14.1609,    4.708,  1.85834, -2.04096, -3.55837,-0.469584, 0.622671, -1.80657,-0.121956,-0.821222, 0.779112, -2.65684, 0.557095, -2.13365,-0.166058, -1.84174,-0.360532, -1.61645
RF03087#URS0000D6A4DA_12908/1-608#subopt2,  13.9991,  4.50421,  2.04785, -1.91609, -3.78877,-0.460369, 0.639197, -1.60696,-0.528115,-0.861202,  1.14619, -2.43926, 0.811385, -1.95801,0.0166817, -1.81298,-0.322837,  -1.6358
RF03087#URS0000D6A4DA_12908/1-608#subopt3,   14.1653,    4.6976,   1.79592,  -1.96797,  -3.87341, -0.414853,  0.598115,  -1.71661, -0.447238, -0.943128,  0.827997,  -2.54306,  0.666868,  -2.15916,-0.0590998,  -2.05548, -0.341074,  -1.69889
RF01734#ALXI01000102.1/18602-18543#subopt0,    3.59718, -0.0378068,  -0.331921,    1.39115,   0.514219,    0.92248,-0.00639017,    0.17687,  -0.686697,   -0.66977, -0.0692088,  0.0629562, -0.0448019, -0.0458066,     0.2651,  -0.853209,  -0.654018,  -0.141921
RF01734#ALXI01000102.1/18602-18543#subopt1,   3.08559, -0.714342,  0.467702,   1.78141,  0.192644,  0.595297, -0.765393,  0.134861, -0.927637, -0.290401,  0.493512,   0.83386,-0.0581724,  0.399287,-0.0241127, -0.457519, -0.238255, -0.369425
RF01734#ALXI01000102.1/18602-18543#subopt2,   3.09622, -0.527537,  0.658645,   1.36906,  0.160947,   1.13661, -0.598257, -0.286353, -0.763204, -0.114704,  0.335034,  0.832029, -0.108496,  0.741735,   0.24795,-0.0726287, -0.608866,  -0.13114
RF01734#ALXI01000102.1/18602-18543#subopt3,   3.11342, 0.0935402, -0.718055,  0.756421,  0.350604,  0.580874, -0.699201, -0.220978, -0.619052, -0.181879, -0.445129,  0.219847,  0.180898,-0.0149317,  0.281524, -0.525219, -0.610492,  0.180093
RF01734#KB944507.1/1472202-1472268#subopt0,   4.52493, -0.886564,  -1.72065, -0.869837, -0.185015,  0.350831,  0.153899,  0.716115,  0.699071,  0.975555,  0.250453,  0.311727, -0.913517, -0.849702, -0.156169, -0.391174,-0.0335441, -0.187298
RF01734#KB944507.1/1472202-1472268#subopt1,    4.44712,   -1.01019,   -1.59626,  -0.816092,  -0.242918,   0.528331,-0.00494332,   0.977444,   0.609759,    1.12368,    1.14989,   0.359453,  -0.443852,  -0.401569,  -0.501042,  -0.267671, -0.0300022,  -0.246265
RF01734#KB944507.1/1472202-1472268#subopt2,  4.39953, -1.10402, -1.67739,-0.581937,-0.461988,  0.48438,-0.211864,  1.47422, 0.493944, 0.233377, 0.968623, 0.516496,-0.508562,-0.141579, -1.09123,-0.344559,-0.568573,-0.643958
RF01734#KB944507.1/1472202-1472268#subopt3,   4.51301, -0.921428,  -1.71598, -0.788669,-0.0692206,  0.419121, 0.0723316,  0.768482,  0.649251,   1.01683,  0.281324,   0.45029, -0.814706, -0.648404, -0.198789, -0.314084, -0.171436,-0.0926417
RF01734#MGOG01000202.1/8032-8093#subopt0,   4.87707, -0.366828,   -1.0484,-0.0356037, 0.0448847,  0.355533,  0.341885,  -1.02291,  0.749985, -0.106796,   1.12572, -0.204363,-0.0449117,   0.77485, -0.307846,  0.766915,  -0.73741,-0.0470522
RF01734#MGOG01000202.1/8032-8093#subopt1,   4.97192, -0.590033,  -1.37815,  0.157097, -0.760031,    1.2048,  0.184947,  -1.08758,   1.00888, -0.652242,  0.785621,  0.319738,   -0.2227,  0.309954,  0.166131,  0.857393, -0.539007,-0.0179941
RF01734#MGOG01000202.1/8032-8093#subopt2,   4.10727,  -1.25036,   -1.3097,  -1.12688, -0.731112,   1.08453,  0.788865, -0.424679,  0.951359, -0.654138,   1.58971,  0.680816, 0.0851262,    0.6694,  0.155771,  0.364861,-0.0750622,-0.0850678
RF01734#MGOG01000202.1/8032-8093#subopt3,   4.97668, -0.613588,  -1.38612,  0.165321, -0.714306,   1.26045,   0.25348,  -1.12812,   1.06294, -0.674715,  0.673535,  0.305874, -0.294867,   0.23786,  0.216281,   0.96188, -0.541289,-0.0105474
RF01734#FUZT01000010.1/96793-96866#subopt0,   3.90022, -0.462898,  0.553606,  -1.28779,  0.291672,  0.980682, -0.769495,   1.06473,-0.0864848, 0.0821102,  -0.12833,-0.0664903, -0.103295, -0.409124,  0.528676, -0.771304,-0.0069829,  -0.26247
RF01734#FUZT01000010.1/96793-96866#subopt1,   4.55102, -0.159786,  0.793537,-0.0306895,  0.380938,  0.921331, -0.800744,  0.514949,-0.0505488,  0.248031, -0.267961, -0.601026,  0.268878, -0.112518,  0.278855, -0.438408, -0.272257, -0.264083
RF01734#FUZT01000010.1/96793-96866#subopt2,  5.02666, -0.93262, -1.56853, 0.925268,-0.418233,-0.071265,-0.503301, -0.14555, 0.343712, 0.296683,-0.620466,-0.229535, 0.196362,0.0574402,-0.941413, 0.238198,-0.432079, 0.418585
RF01734#FUZT01000010.1/96793-96866#subopt3,   4.10768,   -1.4147,  -2.02538, -0.539305,  -0.52923,-0.0810283, -0.881282,  0.515721,  0.514579, -0.155861,  0.776213,   0.25718,    0.4634,  0.323185,  -0.77228,  0.382343, -0.430712,  0.130727
RF01734#MKWG01000037.1/377216-377147#subopt0,   3.8663, -2.20286,  1.08111, -1.49519,-0.577736, 0.460212, 0.235697,-0.658909,  0.27946, 0.112511,-0.556582, -0.18167, -1.31142,  0.14058,  0.10827, 0.132123,-0.578038,-0.129404
RF01734#MKWG01000037.1/377216-377147#subopt1,  3.79846, -1.70225, 0.559223,  1.19126, 0.267907,0.0325407, 0.434549,-0.685828, 0.363333, 0.284454,0.0185186,  0.43862, -1.23149,-0.117789, 0.259664, 0.552455,-0.440563,0.0701224
RF01734#MKWG01000037.1/377216-377147#subopt2,  3.83733, -2.27631,        1, -1.33318, -1.14919,  1.33318,-0.512688,-0.582165,-0.119641,  0.10194, 0.512535,-0.300847,-0.299623, 0.652839, 0.352728, 0.437354,-0.729759,-0.446799
RF01734#MKWG01000037.1/377216-377147#subopt3,  3.92536, -2.25713,  1.15599,  -1.4162,-0.681781, 0.883432,-0.309604,-0.423138,0.0445343, 0.269365, 0.467838,-0.638802,-0.742935, 0.716065, 0.170497, 0.433591,-0.794102,-0.345187
RF03057#JTDN01000001.1/2084804-2084864#subopt0,   4.46683,  -1.79258,  0.620046,   2.63394, 0.0746915, -0.656116, -0.153025, -0.323461, -0.618442, 0.0616884,  0.155952,   1.47182, -0.691889, -0.187925,  0.121086,  -0.34855,-0.0016469,  0.413232
RF03057#JTDN01000001.1/2084804-2084864#subopt1,   4.35884,  -1.81781,  0.422522,    2.6707, -0.424434,  -0.13555, -0.400843, -0.562206, -0.678366, -0.122601,  0.162029,   1.73666, -0.283246, -0.236915,  0.298956, -0.271857,-0.0290224,  0.302986
RF03057#JTDN01000001.1/2084804-2084864#subopt2,  3.93801, -1.77715, 0.629247,  2.01567,0.0252744, -1.16246,  0.20166,-0.342457,-0.278585,-0.112682, -0.19941,  1.15198,-0.483645,-0.233826, 0.109915,-0.477604,-0.476025, 0.392215
RF03057#JTDN01000001.1/2084804-2084864#subopt3,   3.90363,  -1.75653,  0.417015,   2.10348, -0.591457, -0.509681, -0.217682, -0.524149, -0.301602, -0.291309,-0.0590206,   1.47948,-0.0443491, -0.250874,    0.2673, -0.392563, -0.462428,  0.245309
RF03057#LMKV01000001.1/47195-47140#subopt0,  4.31126, -1.37867,-0.380726, 0.469612,-0.378474,-0.798837, 0.732932, -1.24257, -0.17721,-0.659425,-0.335339,   1.3677, 0.100541,0.0906849,-0.261313, 0.276361,-0.380501, 0.599392
RF03057#LMKV01000001.1/47195-47140#subopt1,   4.41323,  -1.38848, -0.389906,  0.669646,-0.0603125,  -1.14132,  0.532979, -0.762183,  0.210557, -0.438901, -0.324941,   1.08278, -0.306887,  0.334591, -0.395843,   0.10819, -0.287736,  0.689001
RF03057#LMKV01000001.1/47195-47140#subopt2,  3.55859, -1.75398,-0.658998, -1.05819,-0.557651,-0.807484, 0.787259, -1.30981, 0.435143,0.0595929, 0.640664, 0.152338, 0.268724, 0.385524, 0.350298, 0.358086,-0.340591, 0.214131
RF03057#LMKV01000001.1/47195-47140#subopt3,  3.66055, -1.76378,-0.668179,-0.858157,-0.239489, -1.14997, 0.587307,-0.829426,  0.82291, 0.280118, 0.651065,-0.132585,-0.138704,  0.62943, 0.215769, 0.189914,-0.247825,  0.30374
RF03057#URS0000D67145_438753/1-56#subopt0,    4.0163,  -1.97799,  0.355413,   2.11267, -0.764933, -0.661266, -0.324791, -0.605671, -0.744873, -0.869954, 0.0348574,  0.976485, -0.273318,-0.0291039,     0.542, -0.655848, -0.189391,-0.0925241
RF03057#URS0000D67145_438753/1-56#subopt1,    3.9186,  -2.11923,  0.266518,   2.08165, -0.429905,  -0.89976,0.00725112, -0.793013, -0.576021,  -1.04375, -0.771398,  0.866071, -0.534096,-0.0741507,   0.63582, -0.613447, -0.232673, 0.0179073
RF03057#URS0000D67145_438753/1-56#subopt2,    3.4414,  -2.30219,  0.217274,   1.11694,  -0.87275, -0.589238,   -0.2275, -0.571627,  -0.37972, -0.338183,  0.925139, -0.242465,-0.0286313,  0.120857,    1.0299, -0.557848, -0.140945, -0.437756
RF03057#URS0000D67145_438753/1-56#subopt3,   3.41343,  -2.39838, 0.0804268,    1.1205, -0.574658, -0.830962, 0.0783726, -0.795126, -0.165008, -0.564598, -0.123352, -0.278927, -0.417779,-0.0142784,   1.24518,  -0.51649, -0.175686, -0.361464
RF03057#AP009384.1/1486639-1486584#subopt0,    4.0163,  -1.97799,  0.355413,   2.11267, -0.764933, -0.661266, -0.324791, -0.605671, -0.744873, -0.869954, 0.0348574,  0.976485, -0.273318,-0.0291039,     0.542, -0.655848, -0.189391,-0.0925241
RF03057#AP009384.1/1486639-1486584#subopt1,    3.9186,  -2.11923,  0.266518,   2.08165, -0.429905,  -0.89976,0.00725112, -0.793013, -0.576021,  -1.04375, -0.771398,  0.866071, -0.534096,-0.0741507,   0.63582, -0.613447, -0.232673, 0.0179073
RF03057#AP009384.1/1486639-1486584#subopt2,    3.4414,  -2.30219,  0.217274,   1.11694,  -0.87275, -0.589238,   -0.2275, -0.571627,  -0.37972, -0.338183,  0.925139, -0.242465,-0.0286313,  0.120857,    1.0299, -0.557848, -0.140945, -0.437756
RF03057#AP009384.1/1486639-1486584#subopt3,   3.41343,  -2.39838, 0.0804268,    1.1205, -0.574658, -0.830962, 0.0783726, -0.795126, -0.165008, -0.564598, -0.123352, -0.278927, -0.417779,-0.0142784,   1.24518,  -0.51649, -0.175686, -0.361464
RF03057#FLRC01000030.1/11604-11549#subopt0,   3.3203, -1.99352, 0.147946,  1.23824, -0.12631,-0.810103,0.0418248, -0.38244,-0.489994,-0.366241, -0.21249,  1.35776,-0.341531,-0.813829, 0.194034,-0.235497,-0.736211, -0.11094
RF03057#FLRC01000030.1/11604-11549#subopt1,  3.28358, -1.99582, 0.107437,  1.25996,-0.367814,-0.713825, 0.192828,-0.578556,-0.450143,-0.217057,-0.295536,  1.31868,-0.385387,-0.518653, 0.107619,-0.560967,-0.598399, 0.192418
RF03057#FLRC01000030.1/11604-11549#subopt2,   2.49007,  -2.37308, -0.165017, -0.281153, -0.277546, -0.752723, 0.0802129,  -0.43901, 0.0841152,  0.305926,  0.760286, 0.0326077, -0.216501,  -0.58444,  0.835073,-0.0923202, -0.641931,  -0.59746
RF03057#FLRC01000030.1/11604-11549#subopt3,   2.4844, -2.35466,-0.166822,-0.266167,-0.564612,-0.733617, 0.253757,-0.640363, 0.163357, 0.497473, 0.684714,0.0966722, -0.22383,-0.231262, 0.716366,-0.470056,-0.552142,-0.187317
RF02925#URS0000D678AE_12908/1-52#subopt0,   3.36221,  -2.26262,  0.292247, -0.572874,  -1.23887,  0.321854, -0.413865,  0.238372,  0.636948,  0.779757,  -0.50495,0.00816435, -0.146319, 0.0765776,   0.97243,  -0.27117, -0.163108,-0.0834231
RF02925#URS0000D678AE_12908/1-52#subopt1,   3.56294,  -1.73047,  -1.04329, -0.541192, -0.971316,-0.0133254,  0.368167,-0.0561703,   1.33365,  0.197347,  0.527846,  0.396303,  0.159988,   0.37466,    1.2997, -0.653502, -0.196384,-0.0450775
RF02925#URS0000D678AE_12908/1-52#subopt2,   3.50708,  -1.78265, -0.958361, -0.513033,  -1.05905,  0.138146,  0.161895,  0.116891,   1.24017,  0.289964,   1.29807,   0.32006,   0.53057,  0.617553,   0.96142, -0.664512, -0.146205,-0.0215505
RF02925#URS0000D678AE_12908/1-52#subopt3,   3.54979,  -1.69625,  -1.06657, -0.586392, -0.928326,-0.0014727,  0.302101,-0.0837948,   1.12224,  0.223852,  0.440675,  0.319167,  0.142258,  0.338338,   1.43396, -0.648855, -0.280578,-0.0537494
RF02925#URS0000D6C076_12908/1-53#subopt0,  2.50373, -2.33657,-0.229236, -0.32441,-0.266855,-0.474757,  0.12515,-0.340447, 0.544672, 0.620535, 0.720375, -0.53211,-0.647442,0.0384612, 0.693501,-0.303866,-0.814806,-0.223871
RF02925#URS0000D6C076_12908/1-53#subopt1,    2.47942,   -2.35117,   -0.14482,  -0.586401,  -0.567348, -0.0236503,   0.388024,  -0.954098,   0.174816,   0.248248,   0.637742,  -0.232994,  -0.347527,-0.00774321,   0.678403,  0.0504592,  -0.925646,  -0.200444
RF02925#URS0000D6C076_12908/1-53#subopt2,  2.50113, -2.45047,-0.287104,-0.403176,-0.460334,-0.124239, 0.324192,-0.446389,-0.602661,-0.605408, 0.389678,-0.111825,-0.493525, 0.255294, 0.066596,-0.066527,-0.980552,-0.190624
RF02925#URS0000D6C076_12908/1-53#subopt3,  3.47644, -1.76641,-0.789446,-0.930078,-0.600592, 0.176215, 0.975312,-0.663876, 0.474514, 0.608378,  0.60534,0.0171785, 0.160073,-0.182191,0.0275958,-0.121255,-0.578256,-0.151573
RF02925#URS0000D68336_12908/1-53#subopt0,    3.42164,   -1.39759,   -1.19824,  -0.660068,  -0.948716,  -0.789434,  -0.292877,  -0.659589,   0.663402,   0.780031,   0.555369,-0.00698695,   0.897695,   0.792404,   0.555891,  -0.473001,  -0.386148,  0.0362066
RF02925#URS0000D68336_12908/1-53#subopt1,   3.50807,  -1.61424,  -1.53523, -0.541973, -0.999419,-0.0136337, -0.683521, -0.450054,  0.718359,  0.387482,  0.175551,  0.341067, -0.209818, -0.345372,  0.655297, -0.088819, -0.491672,  0.119826
RF02925#URS0000D68336_12908/1-53#subopt2,  2.50373, -2.33657,-0.229236, -0.32441,-0.266855,-0.474757,  0.12515,-0.340447, 0.544672, 0.620535, 0.720375, -0.53211,-0.647442,0.0384612, 0.693501,-0.303866,-0.814806,-0.223871
RF02925#URS0000D68336_12908/1-53#subopt3,    2.47942,   -2.35117,   -0.14482,  -0.586401,  -0.567348, -0.0236503,   0.388024,  -0.954098,   0.174816,   0.248248,   0.637742,  -0.232994,  -0.347527,-0.00774321,   0.678403,  0.0504592,  -0.925646,  -0.200444
RF02925#URS0000D67A9E_12908/1-52#subopt0,  4.10414, -2.01121, 0.806882, 0.685646,  -1.2685, 0.362272,-0.682269,0.0853471, 0.696959, 0.676003,-0.490275,0.0880758, 0.211748, 0.279997,  1.24122,-0.157722, 0.120919,-0.138199
RF02925#URS0000D67A9E_12908/1-52#subopt1,   3.36221,  -2.26262,  0.292247, -0.572874,  -1.23887,  0.321854, -0.413865,  0.238372,  0.636948,  0.779757,  -0.50495,0.00816435, -0.146319, 0.0765776,   0.97243,  -0.27117, -0.163108,-0.0834231
RF02925#URS0000D67A9E_12908/1-52#subopt2,   3.56294,  -1.73047,  -1.04329, -0.541192, -0.971316,-0.0133254,  0.368167,-0.0561703,   1.33365,  0.197347,  0.527846,  0.396303,  0.159988,   0.37466,    1.2997, -0.653502, -0.196384,-0.0450775
RF02925#URS0000D67A9E_12908/1-52#subopt3,   3.50708,  -1.78265, -0.958361, -0.513033,  -1.05905,  0.138146,  0.161895,  0.116891,   1.24017,  0.289964,   1.29807,   0.32006,   0.53057,  0.617553,   0.96142, -0.664512, -0.146205,-0.0215505
RF02925#URS0000D66728_12908/1-52#subopt0,   3.56294,  -1.73047,  -1.04329, -0.541192, -0.971316,-0.0133254,  0.368167,-0.0561703,   1.33365,  0.197347,  0.527846,  0.396303,  0.159988,   0.37466,    1.2997, -0.653502, -0.196384,-0.0450775
RF02925#URS0000D66728_12908/1-52#subopt1,   3.50708,  -1.78265, -0.958361, -0.513033,  -1.05905,  0.138146,  0.161895,  0.116891,   1.24017,  0.289964,   1.29807,   0.32006,   0.53057,  0.617553,   0.96142, -0.664512, -0.146205,-0.0215505
RF02925#URS0000D66728_12908/1-52#subopt2,   3.54979,  -1.69625,  -1.06657, -0.586392, -0.928326,-0.0014727,  0.302101,-0.0837948,   1.12224,  0.223852,  0.440675,  0.319167,  0.142258,  0.338338,   1.43396, -0.648855, -0.280578,-0.0537494
RF02925#URS0000D66728_12908/1-52#subopt3,   2.54143,  -2.17438, -0.403031, -0.018377, -0.871013,  0.123259, -0.183519,  0.270036, -0.164095,  0.019876,  0.610656,  0.567384, -0.218815,  0.118068,-0.0337146, -0.370298,  -1.00194,   0.22631
RF01701#ALVZ01000161.1/23593-23517#subopt0,    3.80178,   -1.81546,   0.277417,    1.96727,  0.0613154,   0.130034,  -0.423657,  -0.368438,   0.591252,   0.154914,-0.00390728,   0.474668,  -0.303303,  -0.230411,   0.445433,   0.350029,   -0.46327,  -0.160958
RF01701#ALVZ01000161.1/23593-23517#subopt1,     3.198,  -1.95588,    0.1284,   1.19009, 0.0528542,  0.237204, -0.353801, -0.146324,   0.28726,  0.403224,  0.684116,   0.49519, -0.282492, -0.340234,-0.0594382, 0.0551479, -0.586613,-0.0909069
RF01701#ALVZ01000161.1/23593-23517#subopt2,   3.11306,  -1.99834,-0.0650268,   1.32181, -0.505398,   0.68733, -0.631836, -0.362465,-0.0433525,  0.202937,  0.824138,  0.929939,  0.146052, -0.426635, 0.0586505, 0.0788959, -0.559608, -0.310427
RF01701#ALVZ01000161.1/23593-23517#subopt3,    3.16301,   -1.98892, -0.0181284,    1.31973,  -0.230547,   0.520856,  -0.824018,  -0.108559,  0.0325062,  0.0638556,   0.798138,    1.20183,   0.113448,  -0.471387,-0.00162178,   0.161504,  -0.748344,  -0.277692
RF01701#BBWW01000001.1/2678460-2678388#subopt0,    4.2148,  -1.16351,   -1.9668, -0.678603,  0.371009, -0.151272,-0.0175585,   0.45324,  0.946352,  0.175612,  0.382252,  0.748738, -0.364385,  -0.16647,  0.113939,  0.290642, -0.110027,  0.409814
RF01701#BBWW01000001.1/2678460-2678388#subopt1,  4.15553, -1.27481, -1.94828,-0.602432, 0.236954, 0.190793,-0.374976, 0.712522, 0.871646, 0.115521,  1.36061, 0.670805,0.0814279, 0.211701,-0.204746, 0.566332,-0.124087, 0.417859
RF01701#BBWW01000001.1/2678460-2678388#subopt2,   4.12337,  -1.37056, -0.593645,  0.929184,    0.2177,   0.32981, -0.364699,  0.710581,   1.07616, 0.0276043,   1.34166,  0.877854, 0.0340925, 0.0698243,-0.0721754,  0.411526, -0.610259, -0.094959
RF01701#BBWW01000001.1/2678460-2678388#subopt3,   4.13002,  -1.33132, -0.551173,  0.580948, 0.0192939,   0.58309,  0.273419, -0.151932,   0.85802, -0.371626,  0.389289,   1.27587,-0.0144081, -0.363178,   0.25485,  0.747015, -0.736833,-0.0659829
RF01701#LATL02000310.1/27365-27432#subopt0,  4.03074, -1.33077,-0.833471,  1.40617,-0.602839, 0.505281, -0.79052,-0.563104,-0.114982, 0.353181,  1.11246, 0.600601, 0.191385,-0.664227, -0.40559, 0.267651,-0.640338,-0.219643
RF01701#LATL02000310.1/27365-27432#subopt1,  4.02586, -1.37383,-0.884093,  1.41198,-0.533853, 0.538526,-0.849409,-0.537439,-0.092111, 0.326015,  1.09233, 0.564559,   0.1899,-0.659586,-0.413424, 0.231672,-0.572846,-0.140838
RF01701#LATL02000310.1/27365-27432#subopt2,     4.0796,   -1.31596,    -0.9338,    1.27322,  -0.312011,   0.487928,  -0.697966,  -0.672165,   0.109798,   0.218787,-0.00368273,   0.609299,  -0.222526,   -0.48186,  -0.269659,  0.0874479,  -0.778326,  0.0115453
RF01701#LATL02000310.1/27365-27432#subopt3,   4.80133, -0.846578,  -1.61125,   1.00152, -0.150689, -0.371634, -0.750131,  -0.61084,  0.418024,   0.16808,-0.0122884,  0.525393,  0.752245, -0.330679, -0.309882,  0.532731, -0.570365,-0.0457644
RF01701#CP003548.1/6307229-6307304#subopt0,  3.17659, -2.12813, 0.223969, 0.925209, 0.417707,-0.134838, 0.209468,-0.547026,-0.145485, 0.788277, 0.367944, 0.341736,-0.432129,-0.326274, 0.212961,-0.374546,-0.328351,  0.46787
RF01701#CP003548.1/6307229-6307304#subopt1,    4.11319,   -1.49065,  -0.770163,    0.60268,   0.708224,   -1.11809,0.000660965,  -0.500611,   0.152908,   0.837292,   0.351018,   0.246781,   0.577078, -0.0307313,  0.0309739,   0.145302, -0.0963923,   0.538588
RF01701#CP003548.1/6307229-6307304#subopt2,   3.11152,  -2.05669,   0.14894,   1.13437, -0.431305,  0.420673, -0.264505, -0.537787,   0.23453,  0.514997,  0.510445,  0.806509,  0.172862, -0.270383,   0.15956, -0.369558, -0.588535,-0.0517122
RF01701#CP003548.1/6307229-6307304#subopt3,  3.13471, -1.96113, 0.134253,  1.15647,-0.542186, 0.345157,-0.300839,-0.509401,0.0966209, 0.497702, 0.722581, 0.683705, 0.321744,-0.526172, 0.472828,-0.154935,-0.657079,-0.115433
RF01701#MQTZ01000065.1/19530-19601#subopt0,   3.30621,  -2.03237, -0.111093,   1.23095, -0.549895, -0.063393, -0.463254, -0.938423,  0.145044, -0.187199,   0.25111,  0.717266, -0.689286, -0.416734,  0.532084,  0.042745,-0.0946917, -0.587644
RF01701#MQTZ01000065.1/19530-19601#subopt1,   3.24266,  -1.99216,  0.180504,   1.23897,  0.123196, -0.147337, -0.314627, -0.336483,  0.163748,  0.290613,  0.655891,  0.635818,  -0.57933, -0.385536, -0.209654,-0.0945417, -0.426036, -0.385366
RF01701#MQTZ01000065.1/19530-19601#subopt2,   3.35021,  -1.99097,   0.19739,   1.16013,  0.276162,-0.0781837,-0.0713477, -0.384647,-0.0605135,  0.294671,  0.842111,  0.644848, -0.754661, -0.376476, -0.343434,-0.0121905,  0.113189, 0.0656135
RF01701#MQTZ01000065.1/19530-19601#subopt3,   4.32865,  -1.48681,  -0.70597,  0.844835,  0.223995,  -0.61763,-0.0720135, -0.407594,  0.193838,  0.773785,  0.398463,   0.28415,  0.297398,-0.0621776, -0.936856,  0.279958,  0.736562,0.00100178
RF03074#URS0000D6B40F_12908/1-93#subopt0,  5.39497,  -0.8469,-0.484497,-0.412146,0.0761558,-0.246537,  1.51527, -1.42733,-0.573404,-0.806576,-0.477045, 0.414992, 0.361349, 0.996663, 0.458759,  1.05712,  1.02227,-0.148843
RF03074#URS0000D6B40F_12908/1-93#subopt1,   6.04915, -0.350447,  -1.17852, -0.465761,-0.0932724, -0.403909,   1.63833,  -1.28551,-0.0907251, -0.662068,  -1.36869,  0.653763,  0.484322,  0.209287,  0.171687,   1.05257,   1.40311,  0.175945
RF03074#URS0000D6B40F_12908/1-93#subopt2,   6.09146, -0.149061,  -1.33984,-0.0668871, -0.597836, -0.972475,  0.938188,  -1.16943, 0.0321451, -0.213739, -0.306255,   1.22114,  0.808974,   0.41528,   1.00933,  0.508595,   1.18293,  0.305789
RF03074#URS0000D6B40F_12908/1-93#subopt3,   4.86714,  -1.45473,   0.18099,  0.121094, -0.332696,  0.133794,  0.873828, -0.617586,-0.0133816, -0.484624,  0.128307,  0.671596,  0.380084,   0.42223,   1.39924,  0.407159,   1.26735,-0.0235831
RF03074#AQQW01000002.1/8611-8703#subopt0,  5.39497,  -0.8469,-0.484497,-0.412146,0.0761558,-0.246537,  1.51527, -1.42733,-0.573404,-0.806576,-0.477045, 0.414992, 0.361349, 0.996663, 0.458759,  1.05712,  1.02227,-0.148843
RF03074#AQQW01000002.1/8611-8703#subopt1,   6.04915, -0.350447,  -1.17852, -0.465761,-0.0932724, -0.403909,   1.63833,  -1.28551,-0.0907251, -0.662068,  -1.36869,  0.653763,  0.484322,  0.209287,  0.171687,   1.05257,   1.40311,  0.175945
RF03074#AQQW01000002.1/8611-8703#subopt2,   6.09146, -0.149061,  -1.33984,-0.0668871, -0.597836, -0.972475,  0.938188,  -1.16943, 0.0321451, -0.213739, -0.306255,   1.22114,  0.808974,   0.41528,   1.00933,  0.508595,   1.18293,  0.305789
