 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13
RF02001#ALNL01000029.1/20052-19882#subopt0,  7.54107,-0.615062, -1.60629, -1.00363,-0.358498, 0.867561, 0.878937,  2.34712,-0.318072,-0.804441,-0.284408,     1.22,  2.06069
RF02001#ALNL01000029.1/20052-19882#subopt1,   7.88847,   -1.0182,   -1.8775,  -1.01377, -0.452563,  0.312313,  0.873912,   2.14617,-0.0278337,  -0.58789,  0.135607,  0.896922,   1.91167
RF02001#ALNL01000029.1/20052-19882#subopt2,    8.33453,   -1.22346,   -1.33252,   0.235995,   0.212962,   0.168392,   0.523464,    1.97342,-0.00673279,  -0.577805,   0.365653,   0.673474,     1.6359
RF02001#ALNL01000029.1/20052-19882#subopt3,   8.24051,  -1.08729,  -1.60729,-0.0280318, 0.0965874,  0.508702,   1.03396,   2.00998,  0.159768, -0.449793, 0.0806481,  0.348676,   1.96293
RF03054#CP014517.1/865598-865664#subopt0,  4.47322,  -1.0512, -1.30711, 0.781566, 0.723857, 0.540801, 0.335509,-0.499827, 0.382582,0.0377374, 0.566738,-0.420587,-0.679119
RF03054#CP014517.1/865598-865664#subopt1,  4.47322,  -1.0512, -1.30711, 0.781566, 0.723857, 0.540801, 0.335509,-0.499827, 0.382582,0.0377374, 0.566738,-0.420587,-0.679119
RF03054#CP014517.1/865598-865664#subopt2,  4.38242, -1.00986, -1.28267, 0.659959, 0.976178,  0.17364, 0.715581,-0.617314, 0.374639,-0.489731, 0.903348,-0.269502,-0.517794
RF03054#CP014517.1/865598-865664#subopt3,  4.36901, -1.02641, -1.37487, 0.692621, 0.888639,-0.264422, 0.420389,-0.903356, 0.595102,-0.172682,  1.23418, -0.64746,-0.597747
RF03054#URS0000D6A626_1235457/1-85#subopt0,  3.59067, -0.43552,-0.613705, 0.536109, 0.938382,  1.20763, 0.446909,  1.04793, 0.277328,0.0079467, 0.369527,-0.448594, -1.10891
RF03054#URS0000D6A626_1235457/1-85#subopt1,  3.59067, -0.43552,-0.613705, 0.536109, 0.938382,  1.20763, 0.446909,  1.04793, 0.277328,0.0079467, 0.369527,-0.448594, -1.10891
RF03054#URS0000D6A626_1235457/1-85#subopt2,   3.57359, -0.465129,  -0.66396,  0.418162,   1.15714,  0.905127,  0.856498,  0.845356,  0.238803, -0.746037,  0.761171,-0.0939282, -0.949282
RF03054#URS0000D6A626_1235457/1-85#subopt3,  2.87656, 0.109008,-0.128734, 0.557631,   1.1785,  0.76848, 0.357585, 0.674431, 0.344633,-0.187134, 0.693332,-0.450599,-0.897395
RF03054#URS0000D6C6CC_543728/1-68#subopt0,  3.39618,  1.39671,  1.33329, -1.05523,-0.247495, 0.816661,-0.958416, 0.424164,  0.35121, -1.18305,  1.76487, 0.567523,-0.375829
RF03054#URS0000D6C6CC_543728/1-68#subopt1,  3.34188,   1.3201,  1.41618, -1.17128,-0.177291,  0.90927,-0.871006,0.0898192,  1.09213, -1.22468,  1.56338, 0.495764,-0.492043
RF03054#URS0000D6C6CC_543728/1-68#subopt2,  3.48154,  1.19284,  1.84131, -1.49736,-0.310446,  1.50998, 0.131708,-0.429996, 0.953934,-0.669678,  1.52656, 0.196783, -0.30076
RF03054#URS0000D6C6CC_543728/1-68#subopt3,   3.36207,   1.34817,   1.24489,  -1.01027,-0.0787902,  0.718463, -0.840368,  0.670184,-0.0725807,  -1.38305,   1.85743,  0.661316, -0.626034
RF03054#URS0000D6C6CC_1150395/1-68#subopt0,  3.39618,  1.39671,  1.33329, -1.05523,-0.247495, 0.816661,-0.958416, 0.424164,  0.35121, -1.18305,  1.76487, 0.567523,-0.375829
RF03054#URS0000D6C6CC_1150395/1-68#subopt1,  3.34188,   1.3201,  1.41618, -1.17128,-0.177291,  0.90927,-0.871006,0.0898192,  1.09213, -1.22468,  1.56338, 0.495764,-0.492043
RF03054#URS0000D6C6CC_1150395/1-68#subopt2,  3.48154,  1.19284,  1.84131, -1.49736,-0.310446,  1.50998, 0.131708,-0.429996, 0.953934,-0.669678,  1.52656, 0.196783, -0.30076
RF03054#URS0000D6C6CC_1150395/1-68#subopt3,   3.36207,   1.34817,   1.24489,  -1.01027,-0.0787902,  0.718463, -0.840368,  0.670184,-0.0725807,  -1.38305,   1.85743,  0.661316, -0.626034
RF03131#ANFO01000012.1/25823-25848#subopt0,  2.66531,   0.4012,-0.838447,-0.591853, 0.757492,0.0403999,  0.11088,0.0677953, 0.334841,-0.992205,  1.00057,  0.32797,-0.738565
RF03131#AP008232.1/2686948-2686973#subopt0,  2.66531,   0.4012,-0.838447,-0.591853, 0.757492,0.0403999,  0.11088,0.0677953, 0.334841,-0.992205,  1.00057,  0.32797,-0.738565
RF03131#BBMZ01000007.1/214689-214664#subopt0,  2.66531,   0.4012,-0.838447,-0.591853, 0.757492,0.0403999,  0.11088,0.0677953, 0.334841,-0.992205,  1.00057,  0.32797,-0.738565
RF03131#BX470251.1/3405528-3405553#subopt0,  2.66531,   0.4012,-0.838447,-0.591853, 0.757492,0.0403999,  0.11088,0.0677953, 0.334841,-0.992205,  1.00057,  0.32797,-0.738565
RF03135#URS0001A24445_12908/1-100#subopt0,   4.92008,-0.0124999, -0.183045,  -2.50357,   1.96497, -0.288542,  0.319459,  0.311236,  -1.43039,  0.692378, -0.972963, 0.0126036,-0.0755278
RF03135#URS0001A24445_12908/1-100#subopt1,   4.85313,-0.0295583, -0.103633,  -2.39047,   1.23677,-0.0403825,  0.971106,  -0.29058,  -1.22779,  0.775725, -0.757771,  -0.15326,   -0.2992
RF03135#URS0001A24445_12908/1-100#subopt2,   4.91092,-0.0157096, -0.185355,   -2.4874,   1.97723, -0.294682,  0.334699,  0.316911,  -1.41564,  0.681153, -0.967753, 0.0635026,-0.0672218
RF03135#URS0001A24445_12908/1-100#subopt3,   4.84399, -0.032766, -0.105944,  -2.37429,   1.24904,-0.0465242,  0.986344, -0.284905,  -1.21304,  0.764504, -0.752559, -0.102361, -0.290894
RF03135#CP007060.1/2200475-2200574#subopt0,   5.86979, -0.891888,-0.0933241,   -1.0029,   1.88333,    -1.177,  0.230191, -0.129193,  -1.86275, -0.317703, -0.589809,  0.430085,-0.0933335
RF03135#CP007060.1/2200475-2200574#subopt1,   5.88984, -0.727125,-0.0846509,  -1.06954,   1.79909,  -1.03595, 0.0433605, -0.385327,  -1.38025, -0.129654, -0.751508,  0.300276,  0.238862
RF03135#CP007060.1/2200475-2200574#subopt2,   5.71985, -0.436611,  0.207384,  0.293397,   2.14327,  -1.44192, -0.466989,  0.288984,  -1.94335, -0.659189,-0.0286628, 0.0407153,  0.017348
RF03135#CP007060.1/2200475-2200574#subopt3,  5.74602,-0.482884, 0.375881, 0.241965,  1.52508,-0.966643, 0.477109,-0.561087, -1.85359, -0.51197,  0.15729,-0.150854,-0.210702
RF03135#URS0001A23BD7_12908/1-100#subopt0,   5.86979, -0.891888,-0.0933241,   -1.0029,   1.88333,    -1.177,  0.230191, -0.129193,  -1.86275, -0.317703, -0.589809,  0.430085,-0.0933335
RF03135#URS0001A23BD7_12908/1-100#subopt1,   5.88984, -0.727125,-0.0846509,  -1.06954,   1.79909,  -1.03595, 0.0433605, -0.385327,  -1.38025, -0.129654, -0.751508,  0.300276,  0.238862
RF03135#URS0001A23BD7_12908/1-100#subopt2,   5.71985, -0.436611,  0.207384,  0.293397,   2.14327,  -1.44192, -0.466989,  0.288984,  -1.94335, -0.659189,-0.0286628, 0.0407153,  0.017348
RF03135#URS0001A23BD7_12908/1-100#subopt3,  5.74602,-0.482884, 0.375881, 0.241965,  1.52508,-0.966643, 0.477109,-0.561087, -1.85359, -0.51197,  0.15729,-0.150854,-0.210702
RF03135#URS0001A23BD7_751944/1-100#subopt0,   5.86979, -0.891888,-0.0933241,   -1.0029,   1.88333,    -1.177,  0.230191, -0.129193,  -1.86275, -0.317703, -0.589809,  0.430085,-0.0933335
RF03135#URS0001A23BD7_751944/1-100#subopt1,   5.88984, -0.727125,-0.0846509,  -1.06954,   1.79909,  -1.03595, 0.0433605, -0.385327,  -1.38025, -0.129654, -0.751508,  0.300276,  0.238862
RF03135#URS0001A23BD7_751944/1-100#subopt2,   5.71985, -0.436611,  0.207384,  0.293397,   2.14327,  -1.44192, -0.466989,  0.288984,  -1.94335, -0.659189,-0.0286628, 0.0407153,  0.017348
RF03135#URS0001A23BD7_751944/1-100#subopt3,  5.74602,-0.482884, 0.375881, 0.241965,  1.52508,-0.966643, 0.477109,-0.561087, -1.85359, -0.51197,  0.15729,-0.150854,-0.210702
RF03127#URS0001A243B9_12908/1-75#subopt0,   4.08214,   1.70026,  -1.11488,  0.173825,  0.122907,-0.0493388,  0.433949, -0.845637, -0.638387,   0.38958,   0.91079,  0.616543,  0.296195
RF03127#URS0001A243B9_12908/1-75#subopt1,   4.72863,   1.36753,  -1.73967,-0.0925012,  0.217355, -0.796543, 0.0708086, -0.945776, -0.612975,  0.190707,  0.884253,-0.0511236,  -0.25563
RF03127#URS0001A243B9_12908/1-75#subopt2,   3.36224,   2.17806,  -1.24869, -0.619774, -0.393977, -0.384588,-0.0546332, -0.274481,-0.0169395,  0.746067,  0.510939,  0.218067,  0.113623
RF03127#URS0001A243B9_12908/1-75#subopt3,  4.03822,  1.85583, -1.87441, -0.88707,-0.288442, -1.12452, -0.42099,-0.377252,0.0110849,  0.54678, 0.488191,-0.448927,-0.444582
RF03127#FR892111.1/50988-50914#subopt0,  4.12354,  2.13039, -0.66715,-0.732011, -1.07381, 0.524236,-0.636997, 0.252767,0.0874403, 0.698351, 0.607795,-0.190959, 0.261084
RF03127#FR892111.1/50988-50914#subopt1,  4.08571,  2.20567, -0.70612,-0.680369,-0.964394, 0.532227,-0.659012, 0.615135, -0.47794, 0.513568, 0.909779,0.0955436, 0.273354
RF03127#FR892111.1/50988-50914#subopt2,  4.73221,  1.87293,  -1.3309,-0.946697,-0.869939, -0.21498, -1.02215, 0.514994,-0.452528, 0.314695, 0.883244,-0.572125,-0.278471
RF03127#FR892111.1/50988-50914#subopt3,   4.18876,   1.99923, -0.570851, -0.795213, -0.566698,  0.323545, -0.807637,  0.589398,-0.0382823,  0.427453,  0.449965,  0.196879,  0.702268
RF03127#URS0001A23360_12908/1-75#subopt0,  4.12354,  2.13039, -0.66715,-0.732011, -1.07381, 0.524236,-0.636997, 0.252767,0.0874403, 0.698351, 0.607795,-0.190959, 0.261084
RF03127#URS0001A23360_12908/1-75#subopt1,  4.08571,  2.20567, -0.70612,-0.680369,-0.964394, 0.532227,-0.659012, 0.615135, -0.47794, 0.513568, 0.909779,0.0955436, 0.273354
RF03127#URS0001A23360_12908/1-75#subopt2,  4.73221,  1.87293,  -1.3309,-0.946697,-0.869939, -0.21498, -1.02215, 0.514994,-0.452528, 0.314695, 0.883244,-0.572125,-0.278471
RF03127#URS0001A23360_12908/1-75#subopt3,   4.18876,   1.99923, -0.570851, -0.795213, -0.566698,  0.323545, -0.807637,  0.589398,-0.0382823,  0.427453,  0.449965,  0.196879,  0.702268
RF03127#URS0001A24415_1111130/1-75#subopt0,  4.25189,  1.60675, -1.79965,-0.670131,-0.186914,-0.577889,-0.567776,-0.107009,-0.256685,  1.02365,0.0181857,  0.67879, 0.562093
RF03127#URS0001A24415_1111130/1-75#subopt1,  4.25189,  1.60675, -1.79965,-0.670131,-0.186914,-0.577889,-0.567776,-0.107009,-0.256685,  1.02365,0.0181857,  0.67879, 0.562093
RF03127#URS0001A24415_1111130/1-75#subopt2,   4.19564,   1.34881,  -1.59889, -0.746827, -0.397303,-0.0705434,  0.502858, -0.139749, -0.452348,  0.883742,  0.319115,   0.36305, -0.383209
RF03127#URS0001A24415_1111130/1-75#subopt3,  4.21452,  1.60039, -1.67843,-0.792125,-0.469168,-0.179366,0.0826237,-0.637488,-0.560772,  1.25408, 0.299435, 0.520939,0.0580828
RF03000#URS0000D6CE60_12908/1-124#subopt0,   5.8904, 0.879862,0.0768856, 0.458182, -0.80748, 0.888057, 0.713295,  1.13238,  1.04645,-0.965321,-0.691427, -1.19231,  -1.2985
RF03000#URS0000D6CE60_12908/1-124#subopt1,  5.13219,  1.35139,-0.170206, -1.39324,-0.501837,   0.1105,  0.42286,  1.61264,  1.15274,-0.323144, -1.21839, -1.45177, -1.18308
RF03000#URS0000D6CE60_12908/1-124#subopt2,   6.34879,  0.585648, -0.050212,   1.23935,  -0.88325,  0.566907,  0.462053,  0.558664,   1.28729, -0.836406,-0.0952495,  -1.79414,  -1.14996
RF03000#URS0000D6CE60_12908/1-124#subopt3,   6.33227,  0.637567, -0.120187,   1.22447,  -0.80946,   0.43567,  0.434099,  0.509202,   1.31108,  -1.08857,-0.0898677,  -1.77777,  -1.15045
RF03000#URS0000D6B574_12908/1-124#subopt0,  5.14653,  1.52505,-0.129764, -1.79305, 0.530945,-0.213694, 0.339309,  1.75635,  1.13808,-0.220616,-0.879602, -1.33422, -0.40127
RF03000#URS0000D6B574_12908/1-124#subopt1,   5.87709,  0.969158, -0.169486, -0.490798,  0.781253, -0.551255, -0.121637,  0.961478,   1.51618,-0.0386967, -0.262672,  -1.88572, -0.134886
RF03000#URS0000D6B574_12908/1-124#subopt2,  5.15882,  1.42888,-0.163752, -1.52644,-0.243125, 0.210091, 0.028599,  1.64309,  1.11392,-0.151608, -1.39235, -1.57059, -1.07529
RF03000#URS0000D6B574_12908/1-124#subopt3,  5.15154,  1.51406,-0.117345, -1.84131,  0.61243,-0.210179, 0.333216,  1.75057,  1.08159,-0.245804,-0.884223, -1.34322, -0.46986
RF03000#URS0000D699FC_12908/1-122#subopt0,   5.23139,   1.54964, -0.220071,  -1.36638, -0.337543,  0.129959, -0.101596,   2.05023,  0.257055,-0.0627405,  -1.07097,  -1.44785,  -1.04677
RF03000#URS0000D699FC_12908/1-122#subopt1,   5.16933,    1.3397,-0.0769198,  -1.42999, -0.669868, 0.0735004,  0.395735,   1.49047,   1.47856,-0.0814447,  -1.27522,  -1.54055,   -1.0939
RF03000#URS0000D699FC_12908/1-122#subopt2,  5.90711, 0.771686,-0.125721,-0.103727,-0.413083,-0.270849,-0.109047, 0.700007,  1.87888, 0.116343,-0.631037, -2.06738,-0.818115
RF03000#URS0000D699FC_12908/1-122#subopt3,   5.16872,   1.35446, -0.135922,  -1.44433, -0.621679, 0.0578765,  0.340667,   1.50343,   1.46332,-0.0675777,  -1.18871,  -1.46251,  -1.06448
RF03000#URS0000D666B2_12908/1-126#subopt0,  5.11401,  1.86947, 0.552736,-0.100741,-0.320539, 0.178841, 0.199453,  1.59016,  0.28648,-0.342241,-0.566969, -1.49534,-0.668334
RF03000#URS0000D666B2_12908/1-126#subopt1,  5.80228,  1.21292,-0.175756,-0.280923,-0.306246,-0.425796,-0.223579,  1.44859, 0.408274,-0.258212,-0.316778, -1.67958,-0.903895
RF03000#URS0000D666B2_12908/1-126#subopt2,   5.68562,   1.49842,   0.96281,    1.1829,-0.0739821,-0.0757117,  0.287675,  0.962754,  0.324991,-0.0290303, -0.225145,  -2.06101, -0.249631
RF03000#URS0000D666B2_12908/1-126#subopt3,   6.26367,  0.904151, -0.112425,  0.863987,-0.0798544, -0.643277, -0.762635,  0.659907,  0.746806, -0.148815,  0.220854,  -2.07749,   -0.6091
RF02035#CP020778.1/1338870-1339010#subopt0,  6.98083, 0.166206, -1.01612,  1.11364,-0.905805, 0.643533, -1.09477,  1.06712, 0.025339,-0.371121,-0.559118, -0.59069,-0.407327
RF02035#CP020778.1/1338870-1339010#subopt1,  6.94112, 0.196986, -1.00166,  1.14887,-0.945438, 0.585308,-0.753719,  1.14119,  0.04982,-0.418703,-0.695545,-0.346547,-0.424204
RF02035#CP020778.1/1338870-1339010#subopt2,  6.89124, 0.218296, -1.16001,  1.17923,-0.906413, 0.537262,-0.805006,  1.35258,-0.623901,-0.361309,-0.394966,0.0140025,-0.218215
RF02035#CP020778.1/1338870-1339010#subopt3,  6.88449, 0.242607, -1.40332,-0.439445,-0.756425,-0.779922, -1.08631,  1.52882, 0.366377, 0.293313,-0.253944,  -1.1185,-0.555972
RF02035#NHLW01000073.1/8554-8694#subopt0,  7.82436, -1.08216, -1.43029, 0.563836, -1.19192,  1.18079, 0.387418, -0.46073,  1.74966, 0.386349,  -1.1722, -1.29908,-0.324753
RF02035#NHLW01000073.1/8554-8694#subopt1,   7.89417,  -1.00042,  -1.51031,  0.665353,  -1.28664,   1.14481,  0.316826, -0.169836,   0.89411,  0.404123, -0.862809,  -1.07229,-0.0505347
RF02035#NHLW01000073.1/8554-8694#subopt2,   7.7636,  -1.2396, -2.02121,-0.424407, -1.37584,  1.25068, 0.418875, -0.24012,  1.70669, 0.464756, -1.06597, -1.00359,-0.336488
RF02035#NHLW01000073.1/8554-8694#subopt3,  7.83331, -1.08338, -1.44854, 0.562605, -1.16846,  1.23475, 0.460174,-0.503514,  1.74178, 0.292528, -1.17899, -1.24169,-0.321957
RF02035#LHBX01000012.1/906-766#subopt0,   7.38691, -0.206432,  -1.53615,  0.961595,  -0.57402,   0.31539,   -1.5499,   1.06042,  0.381602,-0.0754688, -0.208613,  -1.11117,-0.0793377
RF02035#LHBX01000012.1/906-766#subopt1,   7.45306,   -0.3584,  -1.43782,  0.986797,  -0.66259,  0.238099,  -1.24296,   1.10754,  0.271366, -0.167072, -0.394671, -0.990598,-0.0728039
RF02035#LHBX01000012.1/906-766#subopt2,  7.39893,-0.312399,  -1.5929, 0.999327,-0.512854, 0.320944, -1.28071,  1.25265,-0.446479,-0.289809,-0.177783,-0.616808, 0.107255
RF02035#LHBX01000012.1/906-766#subopt3,   7.43426, -0.210523,  -1.28669,  0.804186, -0.945447,   1.05863, -0.895409,  0.626403, 0.0662547,-0.0705333, -0.520884,  -0.74286, -0.300934
RF02035#JMFQ01072660.1/60993-60873#subopt0,  6.29175, -1.42055,0.0156091,-0.300518, 0.794778, 0.601197,0.0780634, -1.66454,-0.558627, 0.172171,-0.631345, 0.831655, 0.579547
RF02035#JMFQ01072660.1/60993-60873#subopt1,  6.73972,  -1.5199,0.0913677, 0.540084, 0.731575, 0.566852, 0.393525, -1.51193,-0.562137,-0.691119,-0.560924, 0.934362, 0.410369
RF02035#JMFQ01072660.1/60993-60873#subopt2,  6.41703, -1.38021,0.0430311,-0.211339, 0.377573, 0.979517, 0.314095, -1.54553,-0.364614,-0.414307,-0.185231, 0.964618, 0.389831
RF02035#JMFQ01072660.1/60993-60873#subopt3,   6.19902,  -1.11324, -0.087123, -0.300663,  0.982581,0.00320092,  0.269215,  -1.26473,  -1.12643, -0.363329, 0.0752344,   0.72256,  0.714804
RF03069#URS0000D67941_12908/1-181#subopt0,  7.96981,  0.93287,-0.526365,  1.99708, -1.65739,-0.248985, -1.04084,-0.298236,-0.549124, -2.25834,0.0484986,-0.652317, 0.430112
RF03069#URS0000D67941_12908/1-181#subopt1,  7.93032,-0.234582,  1.14131,   2.9164,-0.976998, 0.112101, -1.53576,-0.617477,-0.709559, -2.08453,  0.52684,-0.950831,-0.322066
RF03069#URS0000D67941_12908/1-181#subopt2,   7.73142,-0.0695315,   1.33817,   2.19365,  -1.13884,  0.577964,  -1.58747, -0.213939, -0.738681,  -2.03125,  0.674281, -0.658745, 0.0417141
RF03069#URS0000D67941_12908/1-181#subopt3,    7.6746,-0.0799414,   1.26876,   2.16285,  -1.01335,  0.678103,  -1.55824, 0.0127182, -0.592909,   -2.0092,  0.900871, -0.545529, -0.220239
RF03069#URS0000D6AAEC_12908/1-181#subopt0,   7.8707, 0.869394,  0.47708,  3.13982, -1.10097,-0.625833,-0.669912,-0.232574,-0.406211, -2.15536,0.0997488, -1.10446, 0.257692
RF03069#URS0000D6AAEC_12908/1-181#subopt1,   7.58274,   1.05131,  0.558044,    2.3428,  -1.13177,-0.0468467, -0.703551,  0.417455, -0.254001,  -2.05942,  0.505272, -0.678807,  0.367756
RF03069#URS0000D6AAEC_12908/1-181#subopt2,  8.19708, 0.591517, 0.105644,  2.09829,  -1.0411,  0.14687,-0.386592, 0.724662, -0.49582, -1.61824,  0.26874,-0.598817,  0.72041
RF03069#URS0000D6AAEC_12908/1-181#subopt3,  7.62874,  1.02119, 0.619239,  2.33454, -1.28819, -0.23526,-0.795736, 0.216227,-0.346321, -1.96874, 0.302137,-0.676835, 0.559928
RF03069#URS0000D6CA86_12908/1-179#subopt0,  8.36488,-0.401707, 0.699345,  1.91764,-0.638526,0.0625826,  1.23203,  1.49306,-0.835119, -1.52019,-0.822307,-0.203126,0.0787952
RF03069#URS0000D6CA86_12908/1-179#subopt1,   8.09501,   -1.3614,   1.38061,   1.58412,-0.0832987,  0.490967,  0.617363,   1.02178, -0.831239,  -1.69221, -0.379562, 0.0360448,  -0.65413
RF03069#URS0000D6CA86_12908/1-179#subopt2,  8.19652, -1.57144, 0.822717, 0.908513, -0.18647, 0.585086,0.0987277,  1.59237, -0.76295, -1.44311,-0.847773,-0.301681,-0.566663
RF03069#URS0000D6CA86_12908/1-179#subopt3,   8.51297,    -1.837,   1.08611,   1.48655,-0.0496273,  0.593099,  0.412025,   1.06394, -0.645492,  -1.14614, -0.333007, -0.682971, -0.748113
RF03069#URS0000D68963_12908/1-179#subopt0,   7.98322, 0.0824544,  0.802706,   1.28602,  0.300382,  -1.01151,  0.270606,   3.09753, -0.578818,   -1.5921,  -1.45536,  -0.43991,-0.0775844
RF03069#URS0000D68963_12908/1-179#subopt1,   7.95898, 0.0571918,  0.629159,   1.48977,  0.161529, -0.550325,-0.0134904,   3.11888,  -1.06422,  -1.53266,    -1.403, -0.303189, -0.459111
RF03069#URS0000D68963_12908/1-179#subopt2,  8.37786,-0.229433,  1.16053,  1.76319, 0.467315,-0.944737, 0.739307,  2.44117,-0.506159, -1.23109,-0.959536,-0.808404,-0.228854
RF03069#URS0000D68963_12908/1-179#subopt3,   8.3428,-0.248842, 0.979346,  1.97225, 0.311374,-0.469803, 0.465976,  2.45087, -1.00147, -1.16593,  -0.8912,-0.674745,-0.637334
RF02969#JYHN01000092.1/137006-137114#subopt0,  4.95222,  2.41002,  2.14725, 0.398477, -1.20958, 0.993981,-0.138178,  1.06462,-0.399546,0.0460849, 0.512984, -0.50999,-0.315497
RF02969#JYHN01000092.1/137006-137114#subopt1,   4.94978,   2.36333,   2.07936,  0.189555,  -1.38818,   0.19167,  0.651929,-0.0676854, 0.0378067, -0.568265,  0.665885, -0.164459,  0.114427
RF02969#JYHN01000092.1/137006-137114#subopt2,  4.96768,  2.25142,  2.29725,  0.41173, -1.62757, 0.863712, 0.289317, 0.741261, 0.480288,0.0988882, 0.488275,-0.620196,-0.348002
RF02969#JYHN01000092.1/137006-137114#subopt3,  4.98737,   2.2429,  2.13903, 0.579317, -1.31785, 0.404989,-0.412816,  1.50408, 0.856073,-0.177843, 0.301364,-0.639694, 0.283883
RF02969#URS0000D6A288_12908/1-113#subopt0,   6.08425, -0.276395,  0.946417,  0.984115, -0.353195,  0.543557, -0.914147,  0.683113,-0.0407886,   1.09654,   1.11772, -0.949059,  -1.02778
RF02969#URS0000D6A288_12908/1-113#subopt1,  6.13672,-0.307878,  1.00685, 0.841076, 0.226457, 0.139716,-0.987299,  1.04985,-0.561085, 0.883692,  1.05441,-0.640393,-0.417379
RF02969#URS0000D6A288_12908/1-113#subopt2,  5.30912, 0.376224,  1.37186,  1.25536,-0.320645,  1.51073,  -1.3895,  1.37002, -1.11077,  0.46382, 0.887842,-0.542894, -1.01634
RF02969#URS0000D6A288_12908/1-113#subopt3,   5.36621,  0.210758,   1.57241,   1.26248, -0.800841,   1.35099, -0.926844,   1.02591,-0.0830113,  0.553611,  0.854255, -0.744036,  -1.05909
RF02969#URS0000D6BA7E_997894/1-109#subopt0,  5.18614,   1.4411, 0.424577,  1.71389,-0.640681, 0.906403,-0.389354,  1.72992, -0.60732, 0.322403,0.0996064, -1.02869,-0.556749
RF02969#URS0000D6BA7E_997894/1-109#subopt1,  5.23201,  1.35788, 0.309208,  1.57259,-0.914312, 0.215013, 0.230541, 0.566046,-0.212485, -0.15916, 0.124357,-0.659954,-0.184613
RF02969#URS0000D6BA7E_997894/1-109#subopt2,  5.20159,   1.2825, 0.574582,  1.72715, -1.05867, 0.776134,  0.03814,  1.40657, 0.272519, 0.375208,0.0748977,  -1.1389,-0.589252
RF02969#URS0000D6BA7E_997894/1-109#subopt3,  5.27438,  1.07913, 0.732947,  1.43499,-0.856665, 0.997839, 0.432334, 0.765022, 0.434121, 0.501828,-0.157371, -1.06218, -0.62903
RF02969#URS0000D67FD8_12908/1-119#subopt0,  6.28094,-0.322155, 0.496008, 0.557535, 0.102243, 0.437579, -1.20115, 0.647187,-0.654329,-0.235907, 0.521742,-0.251338, 0.527117
RF02969#URS0000D67FD8_12908/1-119#subopt1,  6.33017,-0.341175, 0.629492, 0.395053,-0.128671,  0.84492,-0.673548, 0.176361,-0.826677,0.0752488, 0.710397,-0.268331, 0.288965
RF02969#URS0000D67FD8_12908/1-119#subopt2,    5.9541,  0.461572, -0.561332,   1.36102, -0.681022,  0.236317, -0.305174,   1.15306, -0.456213, -0.279526,-0.0302128,  -0.34149,  0.129489
RF02969#URS0000D67FD8_12908/1-119#subopt3,  6.34457,  1.13553,-0.468473,  0.33736, -1.66187,-0.404781, -1.35588,-0.154777,  -1.1104,-0.977018, -0.32306, 0.321084, 0.355398
RF03012#URS0000D67564_12908/1-53#subopt0,  4.57189, -1.02925,-0.742074,  1.14535,  1.88021, 0.420415, 0.680726,-0.840757, 0.347564,-0.391421, 0.781582, 0.169334, 0.262791
RF03012#URS0000D67564_12908/1-53#subopt1,  5.02526, -1.18811,-0.477673,  1.71236,  1.74072, 0.455427, 0.876134,-0.681671, 0.791996,-0.386579,  1.02507, 0.371227, 0.337885
RF03012#URS0000D67564_12908/1-53#subopt2,    3.2713, 0.0114766, -0.310123,  0.284696,   1.79901,-0.0937326,-0.0472637,  0.247565,  0.840021,  0.291556, -0.247781,  -0.62156, -0.322054
RF03012#URS0000D67564_12908/1-53#subopt3,   3.24233, -0.113152, -0.322521,  0.444861,   1.57415, -0.249665,  0.434967,  0.374373,  0.707116,0.00347113,-0.0663024, -0.539738, -0.561302
RF03012#URS0000D68259_12908/1-53#subopt0,    3.2713, 0.0114766, -0.310123,  0.284696,   1.79901,-0.0937326,-0.0472637,  0.247565,  0.840021,  0.291556, -0.247781,  -0.62156, -0.322054
RF03012#URS0000D68259_12908/1-53#subopt1,   3.24233, -0.113152, -0.322521,  0.444861,   1.57415, -0.249665,  0.434967,  0.374373,  0.707116,0.00347113,-0.0663024, -0.539738, -0.561302
RF03012#URS0000D68259_12908/1-53#subopt2,  2.88271,  1.04845,  1.40999, -1.05908, 0.229785,0.0977962,-0.541523, 0.226766,   1.0444,-0.563483,  0.53927,-0.302657,-0.427874
RF03012#URS0000D68259_12908/1-53#subopt3,   2.47403,  0.270933, -0.336646, -0.927251,   1.23131,-0.0344656, -0.228354,   0.54736,  0.664382,-0.0432788,  -0.90255, -0.186859,  -0.66837
RF03012#URS0000D6CA07_12908/1-53#subopt0,  4.11856,  1.21159, -2.05305,-0.776457, -0.77976,-0.642438,-0.971488, -1.14307, 0.636869,-0.298829,-0.170977,-0.062887,-0.640768
RF03012#URS0000D6CA07_12908/1-53#subopt1,  4.08295,  1.10709, -2.09561,-0.635902, -1.00732,-0.740341,-0.526025, -1.08117, 0.523304,-0.566449,0.0225554,0.0229185,-0.830873
RF03012#URS0000D6CA07_12908/1-53#subopt2,   3.56789,   1.67874,  -1.39826, -0.482178, -0.757069, -0.070635, -0.750318, -0.683595,  0.408929,-0.0565027, -0.520843,  0.751795, -0.276633
